author,quote
Andrew Jackson,Heaven will be no heaven to me if I do not meet my wife there.
Andrew Jackson,One man with courage makes a majority.
Andrew Jackson,"In England the judges should have independence to protect the people against the crown. Here the judges should not be independent of the people, but be appointed for not more than seven years. The people would always re-elect the good judges."
Andrew Jackson,"If the Union is once severed, the line of separation will grow wider and wider, and the controversies which are now debated and settled in the halls of legislation will then be tried in fields of battle and determined by the sword."
Andrew Jackson,"I weep for the liberty of my country when I see at this early day of its successful experiment that corruption has been imputed to many members of the House of Representatives, and the rights of the people have been bartered for promises of office."
Andrew Jackson,"I feel in the depths of my soul that it is the highest, most sacred, and most irreversible part of my obligation to preserve the union of these states, although it may cost me my life."
Andrew Jackson,To the victors belong the spoils.
Andrew Jackson,"The brave man inattentive to his duty, is worth little more to his country than the coward who deserts in the hour of danger."
Andrew Jackson,"Take time to deliberate; but when the time for action arrives, stop thinking and go in."
Andrew Jackson,"The people are the government, administering it by their agents; they are the government, the sovereign power."
Andrew Jackson,It is to be regretted that the rich and powerful too often bend the acts of government to their own selfish purposes.
Andrew Jackson,The wisdom of man never yet contrived a system of taxation that would operate with perfect equality.
Bo Jackson,"You practice Monday through Friday in college, or Monday through Saturday in the pro's - and then you just go out and knock somebody's head off."
Bo Jackson,You have a lot of people on the run and really don't have time to sit down and eat a balanced meal.
Bo Jackson,"Whenever I wasn't watching the planes, I was playing community baseball, football, or something like that."
Bo Jackson,"The only thing I would change is during the summer - when I was working my summer job, if I was smart, I would have taken flying lessons at Auburn."
Bo Jackson,"So, I got a lot of recruitment letters from track."
Bo Jackson,"So, baseball is probably more physical of the two mentally."
Bo Jackson,"Really, it's not harder to train for them because once baseball starts you play everyday almost."
Bo Jackson,"My workout was running down fly balls, stealing a base, or running for my life on the football field."
Bo Jackson,My favorite driver is always either the bad guy or the underdog.
Bo Jackson,"In baseball, I was a pitcher, which I hated because there was no action there."
Bo Jackson,"If you have four years to complete your college education, do it."
Bo Jackson,"If I miss anything about the sport, it's the camaraderie of old teammates."
Bo Jackson,"I've taken up golf in the past five or six years, and most of the time there aren't too many people out there that can drive a ball further than I can."
Bo Jackson,"I've always played with kids that were five, six, seven years older than me."
Bo Jackson,I would say my greatest achievement in life right now - my greatest achievement period is - and I'm still trying to achieve it - is to be a wonderful father to my kids.
Bo Jackson,I was the type of guy that used to get up in the morning and go out and just out run everybody on the field without stretching or warming up or anything.
Bo Jackson,I was always active - I went from baseball to football. I didn't have time to work out.
Bo Jackson,"I was a pitcher, shortstop and outfielder, and the Yankees tried to sign me out of high school as a first-round draft pick in 1981. I turned them down to go to college."
Bo Jackson,I love going out and doing new things.
Bo Jackson,"I have no problem with my hips - I can still do the things that I used to do. I can run, I'm just not the fastest person on the field anymore."
Bo Jackson,"I have been a fan all my life, but now I have been out of football for over 10 years, and out of baseball for a little over six years and I don't go to games."
Bo Jackson,"I hate to blow my own horn, but I gave a lot of people fits."
Bo Jackson,I guarantee you that's what Jeff Gordon does. He uses everything the fans throw at him to stoke his fire and it drives him to be better at what he does.
Bo Jackson,"I am a firm believer in if you can't get it the old fashioned way, you don't need it."
Bo Jackson,I always wanted to be a pilot.
Bo Jackson,"I also tell them that your education can take you way farther than a football, baseball, track, or basketball will - that's just the bottom line."
Bo Jackson,"First of all, I really never imagined myself being a professional athlete."
Bo Jackson,Don't sell yourself short because without that you can't go far in life because after sports the only thing you know is sports and you can't do anything else with that.
Bo Jackson,"But now in this day and age, people are more prone to go out to try new things to enhance their performance on the field - to enhance their physical appearance."
Bo Jackson,"Being the 8th out of 10 kids, and being the one that stayed in trouble, I sort of became a momma's boy."
Bo Jackson,"Back before I injured my hip, I thought going to the gym was for wimps."
Bo Jackson,"As a 9th grader, I competed with the high school kids and out of 600 people, I finished 10th."
Bo Jackson,So you have to be more mentally focused in baseball.
Bo Jackson,It occurred to me in my junior year of high school. I got my first letter from a big college. I still have that letter to this day - a letter from Indiana.
Bo Jackson,"Set your goals high, and don't stop till you get there."
Chad Jackson,Clyde is a hard-working young man. He has the will to win. He never wants to lose. Victor settled in and was able to get his game going.
Chad Jackson,He told me he had the same feelings as a freshman. He stuck with it and things worked out for him.
Chad Jackson,"There's not usually much to watch, so hopefully they're enjoying the sun."
George Jackson,My mother and father say it's a blessing to see me now.
George Jackson,"(Salary) certainly is one point of dissatisfaction with teachers and although money is not why someone enters the profession, it is an issue. Teachers need to be able to pay their bills and support their families."
George Jackson,"We both were in a drug habit and when I walked away from it, he kept on using."
George Jackson,Five years ago my best friend died with AIDS...so that right there woke me up to a lot.
George Jackson,Very few men imprisoned for economic crimes or even crimes of passion against the oppressor feel that they are really guilty.
George Jackson,"Up until now, the prospect of parole has kept us from confronting our captors with any real determination."
George Jackson,They have learned that resistance is actually possible. The holds are beginning to slip away.
George Jackson,Most of today's black convicts have come to understand that they are the most abused victims of an unrighteous order.
George Jackson,Growing numbers of blacks are openly passed over when paroles are considered. They have become aware that their only hope lies in resistance.
George Jackson,"But now with the living conditions deteriorating, and with the sure knowledge that we are slated for destruction, we have been transformed into an implacable army of liberation."
George Jackson,"The savage repression of blacks, which can be estimated by reading the obituary columns of the nation's dailies, Fred Hampton, etc., has not failed to register on the black inmates."
George Jackson,What the Super Bowl did for us was give us a sense of urgency.
Greg Jackson,"They ran up and down, and we needed to rest."
Greg Jackson,"Howard had more patience, and they kind of caught us off guard."
Greg Jackson,I felt we played the type of game we needed to in this conference. We played with more passion in the second half. I was pleased with the defensive effort all night.
Greg Jackson,"We were simply beat by a better team, a better program across the board. Facing those obstacles, it's hard to overcome."
Greg Jackson,He's still learning what to do in the system. He's used to getting up and down the floor. ... He's the kind of player we want to recruit here.
Greg Jackson,It hurt us because we didn't know about it until right before game time. We had to adjust our whole game plan. We had a game plan to go to Troy inside.
Greg Jackson,Industry leaders such as SAP and Siemens leverage the domain expertise of TCS to deliver world-class solutions to their customers. We are delighted to join these prominent solution suppliers in achieving the objectives of manufacturing customers through collaboration with TCS.
Greg Jackson,The thing that makes him special is his attitude. You see him out there for 35 minutes and he's not even tired. That's because he's mentally tough and he wants to win.
Holbrook Jackson,"Only one-fourth of the sorrow in each man's life is caused by outside uncontrollable elements, the rest is self-imposed by failing to analyze and act with calmness."
Holbrook Jackson,"Those who seek happiness miss it, and those who discuss it, lack it."
Holbrook Jackson,A mother never realizes that her children are no longer children.
Holbrook Jackson,The end of reading is not more books but more life.
Holbrook Jackson,Suffer fools gladly; they may be right.
Holbrook Jackson,Genius is initiative on fire.
Holbrook Jackson,Intuition is reason in a hurry.
Holbrook Jackson,Beware of your habits. The better they are the more surely they will be your undoing.
Holbrook Jackson,Your library is your portrait.
Holbrook Jackson,"When in doubt, risk it"
Holbrook Jackson,No man is ever old enough to know better.
Janet Jackson,"On the last tour, I remember being in London and listening to their last album, ... I enjoyed it very much and for Teddy to ask me to do this is a true honor, really an honor."
Janet Jackson,Poetic Justice.
Janet Jackson,"I'm just trying to get used to living on a fixed income, ... Now, it's going to get unfixed."
Janet Jackson,"I'm just trying to get used to living on a fixed income. Now, it's going to get unfixed."
Janet Jackson,"You get yourself up for it somehow, and your endurance and the crowd gets you up, too."
Janet Jackson,"You get used to working with one choreographer. You kind of get stuck in that vein and you work your way out of it, picking up someone else's style, their flavor. It takes a bit of time."
Janet Jackson,"You can tell someone who doesn't have love in their life, then someone who is in love."
Janet Jackson,"To have someone to relate to and hopefully enjoy the music and get a positive message out of it, to make the best music that we possibly could, those were the goals."
Janet Jackson,"There's other things I'd like to do. I probably won't tour for a very, very long time. It's something that you feel inside and that's the way I've been looking at everything."
Janet Jackson,There is a lot I haven't said that I actually could say. I hope people would find it interesting. I know a lot of people could relate to it.
Janet Jackson,That's a part of me going back to what I used to do.
Janet Jackson,"So many women are talking about how they could fall in love with Sherman, and he's someone I could fall in love with because it's about what's inside."
Janet Jackson,People do see me as sweet and innocent. Not to say that I am not those things. But I have other sides to me.
Janet Jackson,"My mother is very strong. Aside from wanting her beauty and her heart, I really wanted her strength. And I've always thought I don't have it."
Janet Jackson,It was the Control album that was really about what I wanted to do.
Janet Jackson,"I've never been into what am I going to do next, trying to reinvent myself."
Janet Jackson,I'm not trying to be malicious. The only thing that Rene actually did with Velvet Rope is the production of the opening of the show.
Janet Jackson,"I wanted to talk about my life. There is so much. I was 18 when I made the record, and I had a lot to say."
Janet Jackson,I truly felt that was going to be my last tour. So here we are again and I'm saying this will probably be my last tour. That's truly the way I'm looking at it.
Janet Jackson,"I love working with organizations. I love giving. I want to do more of that. You got to give back. I love helping people, especially children."
Janet Jackson,I have a pretty bad temper. But you have to really push me to see it. But everybody has their things.
Janet Jackson,I had a pretty sexual imagination for a kid.
Janet Jackson,"Eddie in costume and make-up with that famous laugh, the minute the cameras started rolling, he became each character. It was amazing!"
Janet Jackson,"Big sisters and brothers... I am telling you, it never changes."
Janet Jackson,"Another side to me is this very sexual being. When I look back on my life, it's always been there. It's been there since I was 10 years old, having the imagination that I had."
Janet Jackson,All those songs reflect all the people that live within me.
Janet Jackson,"A lot of times I felt so alone. But I also thought there has to be other people that have experienced either what I have, or close to it."
Janet Jackson,"In complete darkness we are all the same, it is only our knowledge and wisdom that separates us, don't let your eyes deceive you."
Janet Jackson,I think it's great if a guy has a good sized package.
Janet Jackson,"You dont have to hold on to the pain, to hold on to the memory."
Janet Jackson,"I kinda see everyone as competition. I'm a very competitive person. But I think that's good. Competition is great. And as long as it's friendly and not a malicious thing, then I think it's cool."
Janet Jackson,"It is my belief that we all have the need to feel special. It is this need that can bring out the best in us, yet the worst in us."
Janet Jackson,My first crush was Barry Manilow. He performed on TV and I taped it. When no was around I'd kiss the screen.
Jeremy Jackson,His status is still under review. There should be a determination in the near future.
Jeremy Jackson,"With regard to about 70 percent of the report, the bureau has already taken action to essentially resolve the problems as identified by the management review team."
Jeremy Jackson,"We're not going to continue to sit back and watch them under perform, ... We're going to take action, terminate those accounts and bring the money back to the passive index fund until we find somebody who is capable enough to manage the monies for us."
John Jackson,"It is just beyond words how everyone felt to have our 30 year reunion in California, much less on a television show. It just leaves you in awe to see how everything is done."
John Jackson,We believe this drug has the potential to become a blockbuster within the next five years.
John Jackson,The park maintains the pristine nature as best as possible in this area of Palm Coast.
John Jackson,"It is obviously unfortunate that the Law Lords could not find in our favor, for technical legal reasons,"
John Jackson,"Thus far, operators have taken a portal-centric approach to delivering an online experience to mobile phone users. They provide a finite set of services to users."
John Jackson,"Thus far, operators have taken a portal-centric approach to delivering an online experience to mobile phone users. They provide a finite set of services to users. ... If the phone is to become an Internet appliance, it has to behave like the desktop."
John Jackson,"For Qualcomm this has the potential to be a bit of an identity crisis,"
John Jackson,The hallmark (of Nokia's designs) has been consistency.
John Jackson,"It feels great. It feels like we can put this to bed. It was a relief, I guess, more than anything."
Keith Jackson,"We each had our own bowl we ate from. Sometimes they didn't wash it out. This woman, I don't know why she did it."
Keith Jackson,"It's permeated the fabric of the bloody society, almost."
Keith Jackson,"People have asked me if this has been the college football game with the most hype on it. I would say yes, because the media has never been more prolific."
Ken Jackson,"I think it's hard for new businesses, especially younger folks who could make more money somewhere else."
Ken Jackson,"Each site will have a compacted gravel area for a picnic table, a fire ring and a lantern holder."
Ken Jackson,"To me, it's a local-control issue and the mentality of 'one size fits all' doesn't work."
Kevin Jackson,"I believe that there should be no surprises to the people when it comes to development, water issues, growth, schools, and other issues."
Kevin Jackson,I'm a busy man. But I promised the family I'd take them on vacation to Mexico after this is all done.
Kevin Jackson,"You just should not give that information out, under any circumstances, when it's unsolicited."
Lauren Jackson,There's a lot going on. Next year is a really tough year for (Australia). We've got to win the gold medal. I love the WNBA. It just depends on what Basketball Australia's restrictions are.
Lauren Jackson,"Coming into Christmas I didn't even know if I was playing again. I know the girls had a lot of desire to win. I think people lost a bit of faith in us when we lost a few games, but we just knew we could win it."
Lauren Jackson,Helping the Opals win the gold medal is a goal of mine. That will be great for women's basketball in this country.
Lawrence Jackson,"I think it's a pride issue for us. The more you win, the more you want to win. Why stop now? We want to make history."
Lawrence Jackson,Those were all great guys. That's the one thing guys have to get â€” quick experience. But I think we gain a lot of athleticism in the guys who replace them.
Lawrence Jackson,"It's all about work when you reach up, tap in and step on that field. You don't mess around when you go through that gate."
Lawrence Jackson,It comes down to discipline and technique.
Lawrence Jackson,We face our toughest competition on Tuesday and Wednesday [in practice]. I don't think there's anyone out there who can stop us.
Lawrence Jackson,This is the result of our company growing to meet the demands of our customers and our total commitment to attracting and retaining the best associates possible.
Lawrence Jackson,For me it's the fact that he's a players' coach.
Lawrence Jackson,Those were all great guys. That's the one thing guys have to get  quick experience. But I think we gain a lot of athleticism in the guys who replace them.
Lawrence Jackson,I was your age when I first saw him. Martin Luther King was trying to make positive change.
Lisa Jackson,She gave me all the names of the school districts and told me to apply.
Lisa Jackson,"With spring rains in the offing and a heightened potential for runoff, we are moving ahead on several key task force recommendations, rather than risk losing opportunities to help protect lives and property while we await a final report."
Lisa Jackson,"Everyone here has been so warm and welcoming. I know in my heart, from a spiritual point of view, that this is going to be my place."
Mahalia Jackson,You're blessed if you have the strength to work.
Mahalia Jackson,"Without a song, each day would be a century."
Mahalia Jackson,When you sing gospel you have a feeling there is a cure for what's wrong.
Mahalia Jackson,"When you are through with the blues, you've got nothing to rest on."
Mahalia Jackson,Time is important to me because I want to sing long enough to leave a message.
Mahalia Jackson,This is the place to see the stars - Hollywood Bowl.
Mahalia Jackson,They thought I was a success as soon as I started paying the bills.
Mahalia Jackson,The trouble with records is that they're too short.
Mahalia Jackson,The old Devil gets mad when you're trying to do good. Pray that God will move the stumbling blocks.
Mahalia Jackson,The mind and the voice by themselves are not sufficient.
Mahalia Jackson,Sometimes you ask God for something and you don't know what you're asking.
Mahalia Jackson,Put your mind on the gospel. And remember - there's one God for all.
Mahalia Jackson,One thing about playing the real jazz is that you can't count it.
Mahalia Jackson,"My hands, my feet, I throw my whole body to say all that is within me."
Mahalia Jackson,Money just draws flies.
Mahalia Jackson,"If you want me to sing this Christmas song with the feeling and the meaning, you better see if you can locate that check."
Mahalia Jackson,"If you believe in God, He will open the windows of heaven and pour blessings upon you."
Mahalia Jackson,I'll come to any benefit if I see SCLC get all the money.
Mahalia Jackson,I hope to bring people to God with my songs.
Mahalia Jackson,"I don't worry too much about the script, I just ad lib, like Pearl Bailey."
Mahalia Jackson,I close my eyes when I sing so I can feel the song better.
Mahalia Jackson,"Gospel music rhythms are not African in origin, although I know that's what the jazz experts say."
Mahalia Jackson,Everybody needs somebody.
Mahalia Jackson,Do you know most of the Jewish songs have the same trend of sadness as Negro spirituals?
Mahalia Jackson,"Blues are the songs of despair, but gospel songs are the songs of hope."
Mahalia Jackson,"Baby, black promoters oppressed me before white promoters ever got hold of me. Don't talk skin to me."
Mahalia Jackson,Anybody singing the blues is in a deep pit yelling for help.
Mahalia Jackson,How can you sing of amazing grace and all God's wonders without using your hands?
Mahalia Jackson,"God can make you anything you want to be, but you have to put everything in his hands."
Mahalia Jackson,"Anybody that sings the blues is in a deep pit, yelling for help."
Mahalia Jackson,Faith and prayer are the vitamins of the soul; man cannot live in health without them.
Peter Jackson,Cathy Cox believes that voters should hear in her own words why she is the best candidate for governor.
Peter Jackson,"We are trying to get to the bottom of what is causing Adnan the problem,"
Peter Jackson,I think it's gonna be a lot of lawyers sitting in a room trying to thrash out a deal before it will ever happen
Peter Jackson,"Growing our total online services and technology revenues by 8% from the third quarter to the fourth quarter of fiscal year 2006 is a tremendous achievement, and we are optimistic about continuing the trend of quarter-over-quarter revenue growth in the current fiscal year. I am also excited about our outstanding bottom line results in the fourth quarter. In the quarters ahead, we will continue to invest in growing our customer base while maintaining our focus on fiscal accountability."
Peter Jackson,"Sometimes the shooting of it is extremely arduous, because it's not an exact science."
Peter Jackson,"The board and management have not made any decisions on what any clash guernsey might look like. Suffice to say when a design is agreed, members will be given the opportunity to make comments."
Peter Jackson,He is a cheeky little prick but that's what we love about him.
Peter Jackson,"I tried to make it as brutal as I could, ... I've been dying to make this movie my whole life, and I enjoyed every minute of it."
Peter Jackson,We take as much inspiration from what he's doing and how he's handling it as he takes from the club.
Peter Jackson,"Wow, ... You're giving us an incredibly overwhelming night."
Peter Jackson,New Zealand is not a small country but a large village.
Peter Jackson,"If we can improve the awareness of the AFL as a sport (in Japan), we can also use it as a vehicle for business activity."
Peter Jackson,"As a gaming fan, I'm excited to bring 'Halo's' premise, action and settings to the screen with all the specificity and reality today's technology can provide, ... Fran and I are intrigued by the unique challenges this project offers, and we're delighted to be working again with our friends at Universal, and with our new ones at Fox and Microsoft. I'm a huge fan of the game and look forward to helping it come alive on the cinema screen."
Peter Jackson,"As a gaming fan, I'm excited to bring 'Halo's' premise, action and settings to the screen with all the specificity and reality today's technology can provide, ... I'm a huge fan of the game and look forward to helping it come alive on the cinema screen."
Peter Jackson,"As a gaming fan, I'm excited to bring Halo's premise, action and settings to the screen with all the specificity and reality today's technology can provide, ... Fran and I are intrigued by the unique challenges this project offers, and we're delighted to be working again with our friends at Universal, and with our new ones at Fox and Microsoft. I'm a huge fan of the game and look forward to helping it come alive on the cinema screen."
Peter Jackson,"As a gaming fan, I'm excited to bring Halo's premise, action and settings to the screen with all the specificity and reality today's technology can provide. Fran and I are intrigued by the unique challenges this project offers, and we're delighted to be working again with our friends at Universal, and with our new ones at Fox and Microsoft. I'm a huge fan of the game and look forward to helping it come alive on the cinema screen."
Peter Jackson,"As a gaming fan, I'm excited to bring 'Halo's' premise, action and settings to the screen with all the specificity and reality today's technology can provide,"
Peter Jackson,"As a gaming fan, I'm excited to bring 'Halo's' premise, action and settings to the screen with all the specificity and reality today's technology can provide. Fran and I are intrigued by the unique challenges this project offers, and we're delighted to be working again with our friends at Universal, and with our new ones at Fox and Microsoft. I'm a huge fan of the game and look forward to helping it come alive on the cinema screen."
Peter Jackson,"It is a great achievement and no surprise to me that we have the most Academy players coming through into the first team,"
Phil Jackson,"He is still a long ways from being smooth in what we anticipate will be a system that he'll take to and enjoy, ... It's going to take him a while, as it will everybody, especially a guy who's a lead guard in a situation like that. It takes some time."
Phil Jackson,"I wouldn't ask him to go on the trip. We want him to stay behind, work out and get an opportunity to condition himself. It makes no sense for him to go along on the trip and stay in the hotel while we play."
Phil Jackson,"This trip, you've got to do a lot of PR work for the league, pump up that Miami game on Christmas Day because they're asking you to do this all the time. And don't forget, Orlando is just as important in the win-loss column."
Phil Jackson,"I don't see how you're going to get value out of this player who, in my estimation, is one of the most valuable players in the league. Of course, I estimate him perhaps higher than other people. I think he's a terrific player. He adds a big dimension in every game he plays in."
Phil Jackson,He stayed very well inside of what we're trying to do.
Phil Jackson,"He (Lakers owner Jerry Buss) knew what he was trying to get accomplished, but still in all, it never quite seems to match up."
Phil Jackson,We got in a situation where we were waiting for Kobe?s hand to get hot. We started trying to force it in to him and that hurt us. Kobe had a hard time chasing Dixon around screens.
Phil Jackson,"I think it's a matter of trust, a matter of rebuilding the trust that we had, ... And yes, I have talked to Kobe; he actually called me this morning to congratulate me on the job. And I felt confident that he's confident that we can go forward."
Phil Jackson,"Kobe had to take some heat for that, as if he was the one who manufactured that (O'Neal) trade. All those things were made to look like there was a scapegoat in this situation, and there wasn't."
Phil Jackson,"In Phil Jackson, they chose a proven winner. That is something I support."
Phil Jackson,"I think that it can provide a space away from the other things that I'm sure have encroached upon his life and really give him a chance to do what he does best, ... His genius is basketball, and to do that he's got to play it at the highest level."
Phil Jackson,"I've talked to other players that were there, but that was played in like complete silence. I guess there was a radio announcer there, but there was nothing else that you could even document it. People don't even know if they had a backboard or nets."
Phil Jackson,I felt they were self-directed out there. They knew what they wanted to run. They broke down the double-teams and I didn't have to burn timeouts to explain it to them. That was satisfying to me.
Phil Jackson,"And then mentally, do I have the patience to see that through?"
Phil Jackson,He plays beyond pain a lot of times. He'll be fresh-legged.
Phil Jackson,I don't feel like we missed an opportunity. We'll have better opportunities as we go along. We're figuring out how to play against them.
Phil Jackson,We remind our players that this is something that was a special night in a heated situation but it's not going to be a steady diet for us. The onus on Kobe is to stay inside the team offense. The onus on the players is to pick it up a little bit better.
Phil Jackson,"They know they can get scoring from three players every night, and sometimes all five can score. It's an all-inclusive thing."
