author,quote
Hasim Rahman,"Vitali retired so there is no question who the champion is,"
Hasim Rahman,"I'm going to bloody him up, swell him up and punish him."
Hasim Rahman,"I'm going to bloody him up, swell him up and punish him. He can't just lay on the outside and beat me on the outside, so he's got to come in. When he comes in, I'm going to punish him. He'll be a bloody mess in the first round if he stands in front of me."
Hasim Rahman,"I'm going to bloody him up, swell him up and punish him. I'm going to make him find a way out of there; he's going to get out of there just one way or another. You know, he can go out on his own volition or he can get carried out of there. One way, he's getting out of there before 12."
Hasim Rahman,It might go six rounds or less. He'll be a bloody mess in the first round if he stands in front of me.
Aishwarya Rai,the most beautiful woman in the world.
Aishwarya Rai,"Someone said to me this week that you are a Greek goddess with the soul of an Indian. What is the finest complement you have ever received? The one that touched you the most,"
Aishwarya Rai,I always believed that my silence on several topics will be an advantage in the long run.
Aishwarya Rai,I don't want to win any brownie points for giving good copy to the press. I've been extremely dignified and well-behaved while dealing with journalists. So many journalists who have interacted with me have come away pleasantly surprised.
Aishwarya Rai,"for me, it went beyond being a beauty queen. For me, it was about being the 20-year-old girl from India on international platform and a lot of people actually would assume that I wasn't even educated in India because of the way I'd speak. And they'd be like, 'Have you studied in India? Do you actually speak English out there?' and, I was like, 'This is so interesting that so many people know so little about my country.' and this is exactly what I wanted to do when I set out on this little mission in my head."
Aishwarya Rai,I'm not the type who'll yell about my achievements from the rooftops.
Aishwarya Rai,My family is my strength and my weakness.
Kimi Raikkonen,I am really hoping for a trouble-free weekend as the car feels good and I feel I can get some good results in it.
Kimi Raikkonen,"Congratulations to Fernando, but he better be prepared for me and the team to fight him hard for the rest of the season. I will now focus on winning the constructors title for the team and go flat out for the last two races."
Kimi Raikkonen,"I would have won the race but for that,"
Kimi Raikkonen,"I will try to win the race because we have a quick car. If we get through the first corner without problems, I can have a good race. I have nothing to lose."
Kimi Raikkonen,It was a perfect race for the team.
Kimi Raikkonen,"We had a perfect race and it was unfortunate for the team what happened in the last few laps because we could have had a one-two and we deserved it,"
Kimi Raikkonen,"It's going to be hard,"
Kimi Raikkonen,"We got those 10 points back. We are definitely back in the championship, back and fighting again."
Kimi Raikkonen,"There's no doubt we have the fastest package, I'm winning races and I'm feeling well in the team, so why would I even consider changing teams?"
Kimi Raikkonen,"I don't think there is any doubt we have the fastest package,"
Kimi Raikkonen,"I have seen graphics and it looks like a good layout with a mix of challenges, such as slow and fast corners, long straights and elevation changes, and I am looking forward to the challenge."
Kimi Raikkonen,"It was unfortunate what happened (to Montoya) near the end, ... We deserved to have both cars on the podium."
Kimi Raikkonen,I have only seen illustrations of the new livery until now but they do it no justice. It looks fantastic and should create a bit of a stir when we drive it on tracks around the world. If we can make the car as fast as it looks then we will be in good shape.
Franklin Raines,"People are buying new homes, existing homes at record levels. And that just shows the underlying strength of the economy and the optimism of families that this is still a good time to buy a home even though interest ratesÃŠ on mortgages have risen substantially,"
Franklin Raines,We think that it's unwise to put into the constitution a mechanism that enshrines for all time a particular way of measuring the budget.
Franklin Raines,"Well, you know, we've got a lot of stimulus in the economy already from the tax cut, from the lowered interest rates, and also from the refinancing of mortgages."
Franklin Raines,"Well, we're just now seeing the reductions in mortgage rates. The mortgage rates are based on the ten-year rate and the Fed controls the overnight or the shorter rates."
Franklin Raines,"Well, there are about 10 million children that aren't covered by health insurance. About 3 million qualify for Medicaid but don't get it, so we're going to reach out and bring more of those kids into the Medicaid program."
Franklin Raines,"Well, now, and there's - for every dollar the federal government spends, there's real people on the other side, and so when we talk about reductions that are going to affect providers, that's going to affect hospitals and doctors and others."
Franklin Raines,"Well, it's been great for new home purchasers, particularly first-time purchasers. I think this is a good time to be thinking about buying a home."
Franklin Raines,"Well, I think the best form would be to put money directly in the pockets of consumers."
Franklin Raines,"Well, I think as long as people are talking about stimulus, I think the Fed will be thinking about cutting rates because monetary policy is the better way to go because you can turn it on and turn it off."
Franklin Raines,We're just sort of like the Eveready bunny. And we just keep going and we expect that to continue because of the strength of that housing market.
Franklin Raines,We think if the economy remains weak that we could see mortgage rates trail down and we think that we could see rates below seven percent into early next year.
Franklin Raines,"We believe our overall fiscal policy is providing an environment where businesses can prosper, but we believe tax cuts should be aimed at people."
Franklin Raines,"We are shrinking the size of the federal government as a percent of our economy from over 21 percent of the economy to 19 percent of the economy. At the same time, we're growing the private economy."
Franklin Raines,"They flooded liquidity in the marketplace but the mortgage rate is based much more on expectations of inflation. So if the average investor believes that there is inflation coming, they'll move that rate up."
Franklin Raines,"The automatic stabilizer is unemployment insurance, food stamps, additional coverage of Medicaid."
Franklin Raines,"That is - the reason for that is that home prices are only going to go up. Now, they've never gone down nationwide in our - since we've been keeping track of this."
Franklin Raines,"So from the housing standpoint, steady as you go, I think, would be the best medicine."
Franklin Raines,"Right now we think that rates will stay low, that you'll be able to get a mortgage below seven percent and that's kicked off a refinance boom that's going to put more money in the pockets of consumers."
Franklin Raines,Right now the long-term investors are telling us that they're not as concerned about inflation and so we're seeing these rates now move into the marketplace and out to the street - rates that individuals can get.
Franklin Raines,"If there's a severe recession, the automatic stabilizers will come into effect, and we will still try to reduce the structural deficit, but we will not try to keep cutting the budget so that we keep worsening a severe recession."
Franklin Raines,"I think if you go beyond a year - if this continues into the system in the out years, I think there is a risk and that - that we could have a negative reaction in the bond market and that will offset the good that was attempted to be done."
Franklin Raines,And so we have to be careful with looking at additional stimulus that we don't provoke an increase in the bond rate and then offset a lot of the stimulus we've already got.
Franklin Raines,And so the danger for the housing industry is if we see interest rates rise.
Franklin Raines,"And so Fannie Mae produces very strong results for investors in - when interest rates are high and when interest rates are low, in recession and during booms."
Bonnie Raitt,There wouldn't be any rhythmic music if not for sexuality. Sensuality and sexuality is at once complex and simple. It shouldn't be cheapened by a girlie show.
Bonnie Raitt,"[And while the audience waited patiently for what turned out to be a rather perfunctory] Something to Talk About, ... I Can't Make You Love Me."
Bonnie Raitt,"Sometimes I'm more true when I'm up onstage than I'm able to be in my regular life. It's not as exciting to be at home, but I've got to learn how to make that work, and then I will be an ordinary woman."
Bonnie Raitt,"I'm certain that it was an incredible gift for me to not only be friends with some of the greatest blues people who've ever lived, but to learn how they played, how they sang, how they lived their lives, ran their marriages, and talked to their kids."
Bonnie Raitt,I don't think there's ever been any music quite like what we came up with.
Bonnie Raitt,"The consolidation of the music business has made it difficult to encourage styles like the blues, all of which deserve to be celebrated as part of our most treasured national resources."
Bonnie Raitt,I would rather feel things in extreme than not at all.
Bonnie Raitt,I've watched my peers get better with age and hoped that would happen with me.
Bonnie Raitt,"I think my fans will follow me into our combined old age. Real musicians and real fans stay together for a long, long time."
Mahinda Rajapakse,"Your personal involvement in the post-tsunami reconstruction efforts of our country has been a great source of strength to all of us,"
Mahinda Rajapakse,"All those who bring honor to our country at world class sports events such as the Olympic Games, Asian Games and Commonwealth Games will be richly rewarded."
Mahinda Rajapakse,"I will protect the unitary character of the country,"
Mahinda Rajapakse,"I will have direct talks with the LTTE and take steps to correct the shortcomings in the ceasefire agreement,"
Mahinda Rajapakse,I am also ready to review the ceasefire agreement.
Bhagwan Rajneesh,"You must learn to work without me. You cannot be here always, you have other works to do. You have come from different countries all over the world. For a few days you will be here with me. If you become addicted to my physical presence, then rather than being a help, it may become a disturbance. Because then when you go away, you will miss me. Your meditation should be such here, that it can happen without my presence. Then, wherever you go, the meditation will not in any way be affected."
Bhagwan Rajneesh,The answer is in yourself. I just tell you the potential of your being.
Bhagwan Rajneesh,Pleasure is more distracting.... Pleasure tends to make you unconscious.
Bhagwan Rajneesh,"I am trying in every possible way to drop all those things, which in the past have been barriers for the revolution to continue and grow."
Bhagwan Rajneesh,"I'm not going to give you a map. I can give you only a great passion to discover. Yes, a map is not needed; great passion, great desire to discover is needed. Then I leave you alone. Then you go on your own."
Bhagwan Rajneesh,In pain you can be more meditative than in pleasure.â€
Bhagwan Rajneesh,A mother is something absolutely new.
Bhagwan Rajneesh,"But your mind is very complex, very tricky. It makes simple things complicated. -- that's its work. And for centuries it has been trained for only one thing, to make things so complicated that your life becomes impossible."
Bhagwan Rajneesh,"One should become so capable that even the closest instrument of mind can be put aside and can be put off. It can be done, it has been done, but it has not been done on a great scale. But more and more it will be done. This is what I am trying to do here with you."
Bhagwan Rajneesh,"Mind is really a tape recorder. But it is not continuously on, not twenty-four hours on. When needed, the witness, the man of meditation, the man of awareness, is capable of putting the mind on or off. He puts it on when there is some need...."
Bhagwan Rajneesh,...And I am not saying that when you are reborn as a no-mind you cannot use the mind. The mind has its limited uses. Use it.
Bhagwan Rajneesh,"The root problem of all problems is mind itself. The first thing to be understood is what this mind is, of what stuff it is made; whether it is an entity or just a process; whether it is substantial, or just dreamlike. And unless you know the nature of the mind, you will not be able to solve any problems of your life."
Bhagwan Rajneesh,When you want any memory you can use the mind just as you can put on your tape recorder.
Bhagwan Rajneesh,"Just think of a man who wants to sit but cannot sit because he says,  I have legs -- how can I sit?  Or, think of a man who wants to keep quiet and silent and cannot keep quiet and silent because he says,  I have a mind.  It is the same."
Bhagwan Rajneesh,My message of love is absolutely simple; nothing can be more simple than that.
Bhagwan Rajneesh,"Your mind has become expert in destroying you, because your life consists of simple things."
Bhagwan Rajneesh,Laughter brings you to reality as it is.
Bhagwan Rajneesh,"From this point, silence and intelligence are just two aspects of the same thing."
Bhagwan Rajneesh,"My vision of a real humanity is of a world consisting not of families, not of nations, not of races, but only of individuals."
Bhagwan Rajneesh,"My vision of a real humanity is of pure individuals relating to each other, but not tied in any relationship. They will be loving to each other, but not being possessive of each other. They will be sharing with each other all their joys and all their blessings, but never even in their dreams thinking of dominating, thinking of enslaving the other person."
Bhagwan Rajneesh,"If what I am saying has anything of truth in it, it will be understood by your heart. But the mind has to give way."
Bhagwan Rajneesh,I am happy whatever you become; just remain truthful and sincere to your own being.
Bhagwan Rajneesh,Become innocent and you will be bridged with God.
Bhagwan Rajneesh,Drop the mind and you will become available to God.
Bhagwan Rajneesh,I would simply like to be forgiven and forgotten. There is no need to remember me. The need is to remember yourself!
Bhagwan Rajneesh,"The truth is that existence wants your life to become a festival...because when you are unhappy, you also throw unhappiness all around."
Bhagwan Rajneesh,"Drop this ego, drop this idea that you are somebody special."
Bhagwan Rajneesh,"Doubt helps your intelligence, sharpens it. Questioning makes you aware of many possibilities of which you may not have been aware before."
Bhagwan Rajneesh,"I don't have a goal, because existence has no goal. It simply is, flowering, blossoming, dancing - but don't ask why. Just an overflow of energy, for no reason at all. I am with existence."
Bhagwan Rajneesh,"The master does not give you any answer that you can doubt. This non-questioning consciousness is the answer. And it is your experience; you cannot doubt it, it is there."
Bhagwan Rajneesh,"With me, a new chapter in the history of consciousness begins."
Bhagwan Rajneesh,"We transcend the illusions of body and mind, and the separation perpetuated by these illusions. In this dimension, we re-discover the nature of Love for the One Spirit, of which we are all a part."
Bhagwan Rajneesh,"We exist solely because we have a body and a mind â€“ a mind that arises out of the body. If this were true, we would cease to exist after our body was gone."
Bhagwan Rajneesh,The world is not a problem; the problem is your unawareness
Bhagwan Rajneesh,"From now on, do whatsoever you want, but do it with awareness. Easy and natural are the keys. Don't repress anything, be your own self."
Bhagwan Rajneesh,"Logic ridicules love, and love smiles knowingly at the whole foolishness of logic."
Bhagwan Rajneesh,"The only way to know something absolutely is to experience it for yourself; anything less is theory, speculation, and belief."
Sir Walter Raleigh,"Use your youth so that you may have comfort to remember it when it has forsaken you, and not sigh and grieve at the account thereof."
Sir Walter Raleigh,"All, or the greatest part of men that have aspired to riches or power, have attained thereunto either by force or fraud, and what they have by craft or cruelty gained, to cover the foulness of their fact, they call purchase, as a name more honest. Howsoever, he that for want of will or wit useth not those means, must rest in servitude and poverty."
Sir Walter Raleigh,"Who so desireth to know what will be hereafter, let him think of what is past, for the world hath ever been in a circular revolution; whatsoever is now, was heretofore; and things past or present, are no other than such as shall be again: Redit orbis in orbem."
Sir Walter Raleigh,"He that doth not as other men do, but endeavoureth that which ought to be done, shall thereby rather incur peril than preservation; for who so laboreth to be sincerely perfect and good shall necessarily perish, living among men that are generally evil."
Sir Walter Raleigh,"Historians desiring to write the actions of men, ought to set down the simple truth, and not say anything for love or hatred; also to choose such an opportunity for writing as it may be lawful to think what they will, and write what they think, which is a rare happiness of the time."
Sir Walter Raleigh,Hatreds are the cinders of affection.
Rossi Ralenkotter,We looked at it simply from point of reaching leisure travelers.
Rossi Ralenkotter,It's another event that continues to take the brand of Las Vegas to another level. ... The eyes of the sports world will definitely be on Las Vegas that entire week.
Rossi Ralenkotter,"Hollywood and entertainment people are in Las Vegas on a regular basis. Sports stars and legends from all sports are in our town, and now you bring in the best basketball there is in the world, the NBA All-Star game. Combine that with their legends, it is going to be a tremendous weekend for all the participants."
Rossi Ralenkotter,It goes back to pop culture and the sports world referring back to our campaign.
Ted Rall,"Close friends love you for who you are, not what they want you to be."
Ted Rall,When you have birds you stare at them a lot and their eyes are recessed on their head. When they look at something they tilt their head in a quizzical expression.
Ted Rall,"When you do a cartoon based on news headlines, you do it based on incomplete information."
Ted Rall,"When I put together a graphic novel, I don't think about literary prose. I think about storytelling."
Ted Rall,"Up until 1995, I still had a day job that I hated. I was still personally involved in things in the 90s."
Ted Rall,There was an honorable tradition of using anonymous sources that was ruined by Jayson Blair.
Ted Rall,The first step to stringing the boss up from a lamppost is saying the boss is a moron.
Ted Rall,"The best thing about being a cartoonist is to walk into a bar or someone's apartment and they don't know you, but they've taped one of your pieces up."
Ted Rall,Silk Road to Ruin has all the analysis and it's structured very well. I rely on my notes more and I use direct quotes. But there's nothing like writing about it right away.
Ted Rall,Orrin Hatch was the keynote speaker at the last meeting of the Association of American Editorial Cartoonists. He sought me out because he was a fan. I was thinking he had confused me with someone else.
Ted Rall,"On the ground, Pakistan is the most virulently anti-American state on the planet."
Ted Rall,Most people don't know how to tell stories.
Ted Rall,Money stress is what used to remind me of my Dad most.
Ted Rall,"It's funny, because politically Spiegelman and I don't come from that different a place, but I view his approach as being intellectually dishonest."
Ted Rall,It's a perfectly valid position to not like Shakespeare.
Ted Rall,"If I had to rank my skills, I have a long way to go before I can write a good graphic novel."
Ted Rall,I'm a better polemicist in prose.
Ted Rall,I'm a better editorial cartoonist by default because so many editorial cartoonists out there are so awful.
Ted Rall,I used to wake up every day and think of some way he'd slighted me. Now that I've sent this thing out into the world I hardly ever think about my Dad.
Ted Rall,I think we're the first generation to successfully integrate American society.
Ted Rall,"I think Maus I is better than Maus II. The standard here is whether or not it's as good as a great book of prose literature and by that standard, no, it's not that great."
Ted Rall,"I think jazz is good, but I don't enjoy it. It's not for me."
Ted Rall,I think Dilbert is actually a radical strip.
Ted Rall,"I never consciously do any work directly influenced from any movie, unless I'm doing a parody."
Ted Rall,I don't think anyone has written a great graphic novel.
Ted Rall,Even though I'm a leftist. I think the left eats its own.
Ted Rall,"Comics are too big. You can't say any kind or genre of comics is better than another. You can say so subjectively. But to say it like it's objective is wrong. It's wrong morally, because it cuts out stuff that's good."
Ted Rall,"But now that I'm cartooning full-time, I'm more of an observer. I'm talking to people who are experiencing these things. But it's not like being in the trenches."
Ted Rall,"At this point, American workers are pretty respectful of the bosses they loathe."
Ted Rall,"Anyway, I tried liking Jimmy Corrigan but I couldn't."
Ted Rall,Anyone should be able to read comics.
Steve Ralls,The very idea that the federal government believes freedom of speech is a threat to national security is unconscionable.
Steve Ralls,"I strongly disagree with that. Clearly, the officials at Fort Huachuca understood Pvt. Lawson was in danger -- otherwise they would not have had him under the drill sergeant's care."
Steve Ralls,We want to be sure sexual orientation is not used as a roadblock for security clearance approval.
Aron Ralston,"Judging by my degradation in the last 24 hours, I'll be surprised if I make it to Tuesday."
Aron Ralston,Bring love and peace and happiness and beautiful lives into the world in my honor. Thank you. Love you.
Aron Ralston,"What you're looking at there is my arm, going into the rock... and there it is - stuck. It's been without circulation for 24 hours. It's pretty well gone."
Swami Ramdas,"Be patient. The path of self-discipline that leads to God-realization is not an easy path: obstacles and sufferings are on the path; the latter you must bear, and the former overcome -- all by His help. His help comes only through concentration. Repetition of God's name helps concentration."
Swami Ramdas,"Just as a flower gives out its fragrance to whomsoever approaches our uses it, so love from within us radiates towards everybody and manifests as spontaneous service."
Swami Ramdas,We have to take the whole universe as the expression of the one Self. Then only our love flows to all beings and creatures in the world equally.
Manny Ramirez,said Oakland manager Ken Macha. ''They're going to land over there in the same spot. I think there's a parking garage over there.
Manny Ramirez,"Well, there is a lot of discussion about that in our clubhouse and hopefully in the future we can get that rectified. It's a shame that that happens, but that's the way it is right now. We've got to deal with it."
Manny Ramirez,"I'm not ready, so I'm not going to go out there and make a fool of myself."
Harold Ramis,"And then there's some certain physical similarities just in stature and the way they move. They move funny. Belushi used to just walk out onstage, audiences would laugh. And I see that in Jack."
Harold Ramis,"They both have this really explosive unpredictable energy. You just don't know what they're going to do,"
Harold Ramis,"[Asked if he thought his sardonic tale of two embezzlers who run into violently funny complications one Christmas Eve in Kansas is] too intelligent for American audiences, ... what studio marketers call the 'first tier.' There are perhaps 50 theaters in the whole country that represent that audience, and the highest quality and most artistic films really can only survive and thrive in those markets."
Dee Dee Ramone,We didn't do an American tour because it I know it wouldn't go down well.
Dee Dee Ramone,"The main issue was deciding what to play: Should it be old Ramones material or new material? I had about three albums worth of new material, but I knew that people would rather hear the Ramones songs."
Dee Dee Ramone,Ricky Nelson... I couldn't believe it when he died. He was a great rock star.
Dee Dee Ramone,It's very expensive to bring a band to New York.
