author,quote
John Wade,"We'll see how dedicated I am to the treadmill. That's the only way to get rid of it. I'm not a doctor, but I know 50 pounds less would be nice not to carry around, on your joints, on your internal organs, all that mess."
John Wade,"I'm a realist in the fact it's going to be loud and communication is going to be an issue. But I'm not going into the game saying it's a disadvantage for us. Besides, a fast start will take the air out of the crowd."
Roy Wadia,There are still many questions.
Roy Wadia,"It means that there is a question mark that hangs over the progress of the virus in China. It's perhaps more significant to get animal viruses, because this virus is still something that is primarily in the animal sector."
Roy Wadia,"In large parts of China, especially in the countryside, over the last 20 or 30 years, the health system has been crumbling. You've got problems in terms of being able to provide basic health care to people. Surveillance is key to containing any outbreak, and to preventing any pandemicâ€¦not only in the animal sector, of course, but then you have to be able to also survey the human population."
Roy Wadia,"This is a reiteration of how much of a public health threat bird flu really is. Sometimes it takes a human case or a suspected human case to raise the alarm, to remind us that no country, whether China or anywhere else, can afford to be complacent."
Roy Wadia,"The virus is of course entrenched in the environment, not only in China but in many other countries."
Roy Wadia,"Details and logistics still have to be finalized, but the commitment is there, and it is hoped that this sharing will serve as a template for a regular virus sharing mechanism for the future."
Roy Wadia,"If the animals in the area were sick and dying, and if they were dying in small numbers, it might have been very difficult to identify that as an outbreak."
Roy Wadia,"As more outbreaks occur among poultry and animals around the world, and as more human cases occur, the virus has more chances to transmit more effectively from animals to humans, or possibly among humans as well."
David Wagner,What he [Sancho] discovered was - oops - that the conventional wisdom was all wrong. It was possible to subvert the memory card without detection.
David Wagner,"Physically, we're ready to operate. But getting electricity and people are the biggest issues. It doesn't make sense to have a bunch of cargo in the wharf if you can't do anything with it."
David Wagner,"There's a lot more incentive to hack an election if there are millions of voters and you can swing important races. Whereas, if only hundreds of voters are voting over the internet, there's going to be a lot less incentive to exploit the vulnerabilities."
Richard Wagner,Certainly this (study on addictive nature of tanning) could explain why educational interventions haven't been more successful.
Richard Wagner,Joy is not in things; it is in us
Richard Wagner,I hate this fast growing tendency to chain men to machines in big factories and deprive them of all joy in their efforts - the plan will lead to cheap men and cheap products
Richard Wagner,Joy is not in things; it is in us.
Richard Wagner,I hate this fast growing tendency to chain men to machines in big factories and deprive them of all joy in their efforts - the plan will lead to cheap men and cheap products.
Richard Wagner,"Achievements, seldom credited to their source, are the result of unspeakable drudgery and worries."
Richard Wagner,"Even if I know I shall never change the masses, never transform anything permanent, all I ask is that the good things also have their place, their refuge."
Richard Wagner,"Richard Wagner, a musician who wrote music which is better than it sounds."
Richard Wagner,I wish I could score everything for horns.
Richard Wagner,"I am fond of them, of the inferior beings of the abyss, of those who are full of longing."
Richard Wagner,I write music with an exclamation point!
Richard Wagner,Imagination creates reality.
Richard Wagner,"Never look at the trombones, it only encourages them."
Richard Wagner,I am convinced that there are universal currents of Divine Thought vibrating the ether everywhere and that any who can feel these vibrations is inspired.
Richard Wagner,The gourmet food alone is worth the $20 entrance fee.
Richard Wagner,"Wherever the fish are, that's where we go."
Richard Wagner,Divorce is one of the most financially traumatic things you can go through. Money spent on getting mad or getting even is money wasted.
Richard Wagner,"Little steps are being taken that may be in the right direction, ... It's the rate of progress I'm concerned about."
Richard Wagner,"We treat a lot of patients who have tans and get skin cancer. We tell them to cut back [on their tanning], but they just can't seem to stop."
Richard Wagner,"Achievements, seldom credited to their source, are the result of unspeakable drudgery and worries"
Robin Wagner,"She's a beautiful, beautiful skater. A special talent."
Robin Wagner,"Our PCI Express-to-SAS controller ICs significantly reduce performance bottlenecks and increase host bus bandwidth. With the availability of PCI Express-based servers and external storage platforms in the market, LSI controller ICs can be quickly integrated with LSI SAS expanders to deliver robust and proven interoperable SAS solutions."
Robin Wagner,"LSI has achieved first pass success on this product. Using LSI, OEMs have the opportunity to source expanders and controllers from a single vendor, providing proven interoperable solutions and the lowest risk path to success. By reducing the number of vendors to be managed, these OEMs can speed products to their customers faster."
Robin Wagner,"I remember Sarah saying in Salt Lake that she couldn't hear the music at the end of her routine because of the applause. It can be overwhelming, so I recorded the end of a rock concert to play for Silvia."
Robin Wagner,"It's the mind that has to stay so calm and so focused. Not to see those five rings on the wall and say, 'Oh my God, it's the Olympics.' You've got to keep the parameters really tight and focus on the job that has to be done. It's not so easy."
Robin Wagner,"This is the sixth generation of expander IC products that LSI Logic has brought to market. Our experience in development, validation and interoperability testing dramatically reduces customer risk and underscores LSI Logic's position as the recognized leader in supplying SAS component products. The x28 and x36 SAS expander ICs provide enterprise customers with a drive connection choice at next generation speeds and proven interoperability."
Robin Wagner,"This is the sixth generation of expander IC products that LSI Logic has brought to market. Our experience in development, validation and interoperability testing dramatically reduces customer risk. The x28 and x36 SAS expander ICs provide enterprise customers with a drive connection choice at next-generation speeds and proven interoperability."
Robin Wagner,"It was hard enough being here when everyone was going through Katrina. Now, it's my parents in danger. I just hope everyone keeps the city of Houston in their thoughts. It's definitely a hard blow."
Robin Wagner,"I think some of it is coincidence, but let's face it, it's a tough sport on the body."
Robin Wagner,I think those (girls) that are gifted and have the ability to become champions in our sport find that out at a very early age and progress rather quickly and become the champions at 16 and 17.
Todd Wagner,Landmark has always had a tremendous commitment to promoting independent film. Having Mercury as such an important and strategic ally in our continued efforts will immediately create opportunities essential to the continued growth and success of independent film.
Todd Wagner,"It's important to note that this movie was designed for a niche audience. Going in, we knew we had a very atypical film for the marketplace, and the day-and-date strategy provided an economic framework that let us take a chance on a unique, challenging and exceptional film and make it profitable."
Todd Wagner,It's important to note that this movie was designed for a niche audience.
Todd Wagner,"As studios and exhibitors search for ways to retain audiences frustrated with the theatre experience, we believe the competitive solution lies in increasing value for customers."
Todd Wagner,"We've got a business model in place that works in today's market. The ability to reach people in the office, the ability to reach the daytime in-office part has never been done before."
Tony Wagner,"Now it's just a matter of catching him up, because it's a big learning curve. It's a work in progress."
Tony Wagner,Our satisfaction comes from seeing these kids win ball games because of all the hard work they've put in.
Tony Wagner,"We're sorry about the circumstances, ... but we're glad to have a young man and a football player of his caliber."
William Wagner,"The long-term vision is to replace, repair and regenerate failing tissues and organs with the materials of tissues and organs. It's still 'out there,' but it's possible to put together a grant proposal now that doesn't sound completely crazy."
William Wagner,"But in embryonic, I think there's some truth that we're falling behind because there's a lot that we can't do, ... I think, particularly in Asia, you see a lot of advances that are not happening in the U.S. If you polled U.S. scientists, I think there would be a sense that the U.S. is falling behind."
William Wagner,"The patch helps keep the tissue thick and mechanically softer, creating a more conducive environment for healing instead of scar tissue formation."
William Wagner,"It would have been miserable for them, ... It was wet, the roof leaked, they couldn't keep their clothes dry."
Mark Wahlberg,"I would do something similar as past roles if it meant working with a great director. They have so much to offer and I have so much to learn, ... In a perfect world you have the best possible director and talent around you and you get to do something different and challenging."
Mark Wahlberg,"I hadn't seen the original, ... It was solely the opportunity to work with the director."
Mark Wahlberg,"When I was a rapper, the groupies didn't have to try too hard with me. Just show up at the hotel."
Mark Wahlberg,"I got hurt playing football,"
Mark Wahlberg,I'm constantly having dreams where I'm incarcerated again or being chased by the police. That's the most horrible dream.
Mark Wahlberg,"This is the least of the injuries, but it's the only one you can see that's wrapped up. My body is badly bruised â€” bruised ribs, back pain, neck pain, you name it."
Mark Wahlberg,"I never lie. I believe everything I say, so it's not a lie."
Jerry Wainwright,"Statistics point to what happened in this game. We had problems finishing plays where we had the size advantage, and it was painful at the free-throw line."
Jerry Wainwright,He was certainly out of sync. But showed a lot of courage in playing. You could tell he was laboring. We'll just have to see where he is at over the next couple of days.
Jerry Wainwright,The key to the game for us was our ability to pass the basketball. We moved it better than we have in a long time.
Rufus Wainwright,I'm your knight in shining armor. I'm here to save you from Linkin Park.
Rufus Wainwright,Let the little fairy in you fly!
Rufus Wainwright,"There's no life without humour. It can make the wonderful moments of life truly glorious, and it can make tragic moments bearable."
Rufus Wainwright,Life is a game and true love is a trophy.
Rufus Wainwright,I've developed into quite a swan. I'm one of those people that will probably look better and better as I get older - until I drop dead of beauty.
Rufus Wainwright,"Everything I do, I feel is genius. Whether it is or it isn't."
Rufus Wainwright,"It seems like the older I get, the more unreal the world becomes."
Rufus Wainwright,"I definitely was always expected and encouraged to be a songwriter from a very young age, ... But really it's because, as a child, I thought I was Judy Garland. And when I started out, I was a little nuts. I thought I was a classic, legendary superstar when only 10 people knew who I was. I feel in some ways that my confidence is misinterpreted as arrogance, which is understandable. But I've also always thought that false modesty is evil."
Rufus Wainwright,"â€œIt seems like the older I get, the more unreal the world becomes.â€"
Terry Waite,"At the end of the day, love and compassion will win."
Terry Waite,Sometimes the wheels of justice grind slowly.
Terry Waite,"Freeing hostages is like putting up a stage set, which you do with the captors, agreeing on each piece as you slowly put it together; then you leave an exit through which both the captor and the captive can walk with sincerity and dignity."
Denis Waitley,"Expect the best, plan for the worst, and prepare to be surprised."
Denis Waitley,"All of the top achievers I know are life-long learners... Looking for new skills, insights, and ideas. If they're not learning, they're not growing... not moving toward excellence."
Denis Waitley,"Understand that you, yourself, are no more than the composite picture of all your thoughts and actions. In your relationships with others, remember the basic and critically important rule: If you want to be loved, be lovable. If you want respect, set a respectable example!"
Denis Waitley,I've been close to Dan and Kathryn for years and impressed by their financial ideas and philosophies. This new institute and release of their new program will allow them to achieve their dream of helping their fellow man as well as giving new hope to those in financial need.
Denis Waitley,"Procrastination is the fear of success. People procrastinate because they are afraid of the success that they know will result if they move ahead now. Because success is heavy, carries a responsibility with it, it is much easier to procrastinate and live on the 'someday I'll' philosophy."
Denis Waitley,"Get excited and enthusiastic about you own dream. This excitement is like a forest fire - you can smell it, taste it, and see it from a mile away."
Denis Waitley,Goals provide the energy source that powers our lives. One of the best ways we can get the most from the energy we have is to focus it. That is what goals can do for us; concentrate our energy.
Denis Waitley,"As long as we are persistence in our pursuit of our deepest destiny, we will continue to grow. We cannot choose the day or time when we will fully bloom. It happens in its own time."
Denis Waitley,"Failure should be our teacher, not our undertaker. Failure is delay, not defeat. It is a temporary detour, not a dead end. Failure is something we can avoid only by saying nothing, doing nothing, and being nothing."
Denis Waitley,That which you create in beauty and goodness and truth lives on for all time to come. Don't spend your life accumulating material objects that will only turn to dust and ashes.
Denis Waitley,"The winner's edge is not in a gifted birth, a high IQ, or in talent. The winner's edge is all in the attitude, not aptitude. Attitude is the criterion for success."
Denis Waitley,Winners have the ability to step back from the canvas of their lives like an artist gaining perspective. They make their lives a work of art - an individual masterpiece.
Denis Waitley,"Don't be a time manager, be a priority manager. Cut your major goals into bite-sized pieces. Each small priority or requirement on the way to ultimate goal become a mini goal in itself."
Denis Waitley,"Chase your passion, not your pension."
Denis Waitley,"You must accept responsibility for your actions, but not the credit for your achievements."
Denis Waitley,"You must be worthy of the best, but not more worthy than the rest."
Denis Waitley,"You must consider the bottom line, but make it integrity before profits."
Denis Waitley,"No man or woman is an island. To exist just for yourself is meaningless. You can achieve the most satisfaction when you feel related to some greater purpose in life, something greater than yourself."
Denis Waitley,Losers live in the past. Winners learn from the past and enjoy working in the present toward the future.
Denis Waitley,One characteristic of winners is they always look upon themselves as a do it yourself project.
Denis Waitley,A dream is your creative vision for your life in the future. You must break out of your current comfort zone and become comfortable with the unfamiliar and the unknown.
Denis Waitley,The most splendid achievement of all is the constant striving to surpass yourself and to be worthy of your own approval.
Denis Waitley,"Courage means to keep working a relationship, to continue seeking solutions to difficult problems, and to stay focused during stressful periods."
Denis Waitley,"You must learn from your past mistakes, but not lean on your past successes."
Denis Waitley,"Change the changeable, accept the unchangeable, and remove yourself from the unacceptable."
Denis Waitley,"There are no mistakes or failures, only lessons."
Denis Waitley,"If you believe you can, you probably can. If you believe you won't, you most assuredly won't. Belief is the ignition switch that gets you off the launching pad."
Denis Waitley,"Success in life comes not from holding a good hand, but in playing a poor hand well."
Denis Waitley,"Life is inherently risky. There is only one big risk you should avoid at all costs, and that is the risk of doing nothing."
Denis Waitley,Forget about the consequences of failure. Failure is only a temporary change in direction to set you straight for your next success.
Denis Waitley,The results you achieve will be in direct proportion to the effort you apply.
Denis Waitley,Success is almost totally dependent upon drive and persistence. The extra energy required to make another effort or try another approach is the secret of winning.
Denis Waitley,"Our limitations and success will be based, most often, on your own expectations for ourselves. What the mind dwells upon, the body acts upon."
Denis Waitley,"A smile is the light in your window that tells others that there is a caring, sharing person inside."
Denis Waitley,To establish true self-esteem we must concentrate on our successes and forget about the failures and the negatives in our lives.
Denis Waitley,"When you are in the valley, keep your goal firmly in view and you will get the renewed energy to continue the climb."
Denis Waitley,"You must stick to your conviction, but be ready to abandon your assumptions."
Denis Waitley,"Out of need springs desire, and out of desire springs the energy and the will to win."
Denis Waitley,"There are two primary choices in life: to accept conditions as they exist, or accept the responsibility for changing them."
Denis Waitley,"Don't dwell on what went wrong. Instead, focus on what to do next. Spend your energies on moving forward toward finding the answer."
Denis Waitley,The greatest gifts you can give your children are the roots of responsibility and the wings of independence.
Denis Waitley,"You must continue to gain expertise, but avoid thinking like an expert."
Denis Waitley,A life lived with integrity - even if it lacks the trappings of fame and fortune is a shinning star in whose light others may follow in the years to come.
Denis Waitley,You have all the reason in the world to achieve your grandest dreams. Imagination plus innovation equals realization.
Denis Waitley,"You must look within for value, but must look beyond for perspective."
Denis Waitley,Never become so much of an expert that you stop gaining expertise. View life as a continuous learning experience.
Denis Waitley,Winners have the ability to step back from the canvas of their lives like an artist gaining perspective. They make their lives a work of art / an individual masterpiece.
Denis Waitley,"Learn from the past, set vivid, detailed goals for the future, and live in the only moment of time over which you have any control: now."
Denis Waitley,Time and health are two precious assets that we don't recognize and appreciate until they have been depleted.
Denis Waitley,You must welcome change as the rule but not as your ruler.
Denis Waitley,"Relentless, repetitive self talk is what changes our self-image."
Tom Waits,Their memory's like a train:  you can see it getting smaller as it pulls away And the things you can't remember Tell the things you can't forget that History puts a saint in every dream
Tom Waits,"Don't you know there ain't no devil, it's just god when he's drunk"
Tom Waits,"Don't you know there ain't no devil, it's just god when he's drunk."
Tom Waits,Their memory's like a train: you can see it getting smaller as it pulls away And the things you can't remember Tell the things you can't forget that History puts a saint in every dream.
Tom Waits,It's hard to win when you always lose.
Tom Waits,I'm so horny the crack of dawn better watch out.
Tom Waits,I'm just trying to make a buck like everyone else.
Tom Waits,"The piano has been drinking, not me."
Tom Waits,The big print giveth and the small print taketh away.
Tom Waits,Champagne for my real friends and real pain for my sham friends.
Tim Wakefield,"The first inning, I had big trouble in my location. Everything I tried, every adjustment I made did something different. I tried to stop the bleeding as much as I could, then I gave up the three-run homer."
Tim Wakefield,It's a risk you take.
Tim Wakefield,I'm very comfortable with him. He's done a tremendous job. He takes a lot of pride in what he does.
Tim Wakefield,"It's a huge honor, considering some of the guys who had just as good years as I did. I have to say I couldn't have done what I did this year without the help of every member of my team."
Tim Wakefield,"You hate to put your team down but I can't say enough about our offense. I've been fortunate to pitch on the right day, when we score all those runs."
Tim Wakefield,"You hate to put your team down that much early, but I can't say enough about our offence. I am fortunate to be pitching on the right days when they have been scoring all those runs."
Tim Wakefield,"Kevin will be missed. He was the guy that always kept things light and humorous and funny. Baltimore is getting a pretty good hitter and a great teammate, a guy that makes things fun."
Tim Wakefield,I'm not using that as an excuse. I made some bad pitches.
Tim Wakefield,"I think with Jason as our captain, he can lead us in the right direction."
Tim Wakefield,"It's nice to have a catcher who knows my mechanics, too. That way if I get into trouble he can stop it before I get out of control."
Greg Walden,"I have trouble, my little brain can't understand, how it's OK to slaughter the fish?"
Greg Walden,The Bonneville Power Administration tells us that we are going to be spending close to $700 million a year trying to help these fish recover. And yet we know that somewhere between 30 and 50 percent of the returning Snake River fall chinook are actually harvested out in the ocean or in the rivers.
Greg Walden,"Graham is a bright and talented young man who is enthusiastic about helping Oregonians in the Second District and learning more about the inner-workings of a congressional office, ... I look forward to having him in the Bend office and know that he'll be a tremendous asset to my team on the ground in Oregon. His family and friends should be proud."
John Walden,"...We're trying to build the best of both worlds. We've created a wholly owned subsidiary of Best Buy, we've attracted unique talent with an incentive program, ... At the same time we're wholly owned by Best Buy, and we're creating incentives to take advantage of a shared consumer experience like integrating promotions and taking advantage of fulfillment from Best Buy. We're taking advantage of customer service and created an independent organization that we think is allowing us to build on some of the unique things Best Buy does."
John Walden,"I think the amount we learned from ourselves selling music was probably not as critical as looking at the marketplace, building the business around that vision,"
John Walden,"In 1998 we sacrificed short-term growth, but we built the foundation for an exciting and financially attractive long-term business."
John Walden,"Ellen White began talking about how God benefits us through every aspect of our senses, through nutrition and exercise,"
Michael Walden,"So I'm not sure I believe the big gains, and there's no way we'll create 27,000 net new jobs every month. It is a great start to the year, but the pace of improvement likely won't be sustained."
Michael Walden,See the drug dealers are recruiting everyday so we have to recruit everyday about their dreams.
Michael Walden,A sub-5 percent rate is an important signal to the rest of the country that the North Carolina job market is strong despite the significant restructuring occurring.
Daniel Waldschmidt,The path to full potential travels through the valley of set-backs...
Daniel Waldschmidt,"They say don't look down in life.  That's just not reality.  Sometimes you have to look straight into the abyss where danger, pain, and frustration seem likely to crush your dreams. You must continue forward.  This is the moment where you choose your destiny."
Daniel Waldschmidt,It's not what you are willing to do that will make you successful. It's what you are willing to do WITHOUT until you get there.
Daniel Waldschmidt,Failure tests your dedication to excellence.
Daniel Waldschmidt,There is no middle ground when taking the hill. You either stay in the foxhole or fight to the finish. Turning back just gets you shot in the back - and no one wants to finish as a coward.
Daniel Waldschmidt,"If you have to give up, give up your fear."
Daniel Waldschmidt,Courage is the whisper in the moment of despair that says: I must go on...
Daniel Waldschmidt,You CAN be all you imagine yourself to be.  You WILL be everything you believe you are worth being.
Daniel Waldschmidt,"If today was the day you were finally going to win, did you show up?"
Lech Walesa,"He did not tell us to make a revolution, he did not call for a coup, but he was so suggestive that we all had to define ourselves. The Polish nation and many other nations awoke."
Lech Walesa,laughed a lot.
Lech Walesa,He who puts out his hand to stop the wheel of history will have his fingers crushed.
Lech Walesa,"In front of God, everything that is sacred, I declare that there was no manipulation."
Lech Walesa,"We need to settle the past so that nobody will have such ideas in the future _ from this point of view it's necessary to do. I'm not happy that such things took place, but I'm happy that we are clearing up history."
Lech Walesa,"freedom came, but it is still hard to get bread."
Lech Walesa,"We hold our heads high, despite the price we have paid, because freedom is priceless."
Lech Walesa,the message they we're fighting for freedom and human rights.
Lech Walesa,Deep faith eliminates fear
Lech Walesa,"I made the right decisions, I set everything on the right course, the reforms are going in the right direction."
Lech Walesa,"It takes really a long while for people to learn to take advantage of (democracy). So the legal framework of democracy can function everywhere. But as we say in Poland, it's hard to make a bull move unless it really wants to."
Lech Walesa,"You have riches and freedom here but I feel no sense of faith or direction. You have so many computers, why don't you use them in the search for love?"
Lech Walesa,The nation has made its choice. This is what they have now.
Lech Walesa,From these broadcasting stations we gleaned our lessons of independent thinking and solidarity action.
Alice Walker,They were women then  My mama's generation  Husky of voice  Stout of step  With fists as well as  Hands  How they battered down  Doors  And ironed  Starched white  Shirts  How they led  Armies  Headragged Generals  Across mined  Fields  Booby trapped
Alice Walker,I'm always amazed that people will actually choose to sit in front of the television and just be savaged by stuff that belittles their intelligence.
Alice Walker,"What the mind doesn't understand, it worships or fears"
Alice Walker,The quietly pacifist peaceful always die to make room for men who shout
Alice Walker,Horses make a landscape look beautiful
Alice Walker,"All History is current; all injustice continues on some level, somewhere in the world"
Alice Walker,I try to teach my heart not to want things it can't have
Alice Walker,Womanist is to feminist as purple is to lavender.
Alice Walker,"What the mind doesn't understand, it worships or fears."
Alice Walker,"To me, the black black woman is our essential mother, the blacker she is the more us she is and to see the hatred that is turned on her is enough to make me despair, almost entirely, of our future as a people."
Alice Walker,There are those who believe Black people possess the secret of joy and that it is this that will sustain them through any spiritual or moral or physical devastation.
Alice Walker,"It is healthier, in any case, to write for the adults one's children will become than for the children one's mature critics often are."
Alice Walker,I try to teach my heart not to want things it can't have.
Alice Walker,Horses make a landscape look beautiful.
Alice Walker,"Anybody can observe the Sabbath, but making it holy surely takes the rest of the week."
Alice Walker,"All History is current; all injustice continues on some level, somewhere in the world."
Alice Walker,The quietly pacifist peaceful always die to make room for men who shout.
Alice Walker,"And so our mothers and grandmothers have, more often than not anonymously, handed on the creative spark, the seed of the flower they themselves never hoped to see - or like a sealed letter they could not plainly read."
Alice Walker,The gift of loneliness is sometimes a radical vision of society or one's people that has not previously been taken into account.
Alice Walker,"Deliver me from writers who say the way they live doesn't matter. I'm not sure a bad person can write a good book, If art doesn't make us better, then what on earth is it for."
Alice Walker,"For in the end, freedom is a personal and lonely battle; and one faces down fears of today so that those of tomorrow might be engaged."
Alice Walker,"I think we have to own the fears that we have of each other, and then, in some practical way, some daily way, figure out how to see people differently than the way we were brought up to."
Alice Walker,"People do not wish to appear foolish; to avoid the appearance of foolishness, they are willing to remain actually fools."
Alice Walker,Expect nothing. Live frugally on surprise.
Alice Walker,Any God I ever felt in church I brought in with me.
Alice Walker,I have learned not to worry about love; but to honor its coming with all my heart.
Alice Walker,Writing saved me from the sin and inconvenience of violence.
Alice Walker,"No person is your friend who demands your silence, or denies your right to grow."
Alice Walker,"Helped are those who create anything at all, for they shall relive the thrill of their own conception and realize a partnership in the creation of the Universe that keeps them responsible and cheerful."
Alice Walker,"Us sing and dance, make faces and give flower bouquets, trying to be loved. You ever notice that trees do everything to git attention we do, except walk?"
Alice Walker,"People tend to think that life really does progress for everyone eventually, that people progress, but actually only some people progress. The rest of the people don't."
Alice Walker,"The most important question in the world is, 'Why is the child crying?'"
Alice Walker,"In nature, nothing is perfect and everything is perfect. Trees can be contorted, bent in weird ways, and they're still beautiful."
Alice Walker,"Never be the only one, except, possibly, in your own home."
Alice Walker,Tea to the English is really a picnic indoors.
Alice Walker,"It's so clear that you have to cherish everyone. I think that's what I get from these older black women, that every soul is to be cherished, that every flower Is to bloom."
Alice Walker,"It no longer bothers me that I may be constantly searching for father figures; by this time, I have found several and dearly enjoyed knowing them all."
Alice Walker,"All partisan movements add to the fullness of our understanding of society as a whole. They never detract; or, in any case, one must not allow them to do so. Experience adds to experience."
Alice Walker,Is solace anywhere more comforting than that in the arms of a sister.
Alice Walker,The most common way people give up their power is by thinking they don't have any.
Alice Walker,Nobody is as powerful as we make them out to be.
Alice Walker,I think it pisses God off if you walk by the color purple in a field somewhere and don't notice it.
Alice Walker,"Yes, Mother. I can see you are flawed. You have not hidden it. That is your greatest gift to me."
Alice Walker,"How simple a thing it seems to me that to know ourselves as we are, we must know our mothers names."
Alice Walker,Don't wait around for other people to be happy for you. Any happiness you get you've got to make yourself.
Alice Walker,"In search of my mother's garden, I found my own."
Alice Walker,"The experience of God, or in any case the possibility of experiencing God, is innate."
David Walker,"We're going to have to restructure Social Security and Medicare. And, frankly, Social Security will be a lot easier than Medicare. If there's one thing that could bankrupt America, it's health care. And it's out of control."
David Walker,"Of course I wish he was wearing it, ... He was all about safety. He's a 10-year veteran. He knows what wrecks can do. Why he wasn't wearing it I don't know."
David Walker,Andrew was the strongest and most aggressive rider in the race but just didn't have the sprint finish of some of the other riders.
David Walker,would probably not pass math.
David Walker,"What they are going through, it is no different than what we are going through as far as [learning a new system] is concerned, so we'll just line up and play on Saturday and do the best we can."
David Walker,"I grew up pretty anti-Catholic, to say the least. It's a radical journey."
David Walker,"It hurt, but at the same time I knew there was more to life than crying and pouting about an injury. I've got to move on."
David Walker,"I'm just looking forward to playing a game, ... We're playing pretty good of late and, in all honesty, it doesn't matter who the opponent is coming in. Our guys ... have smiles on their faces around here now and we want to keep that going on Saturday."
David Walker,"Almost like the government has collapsed here, ... There's just no law. Everything is diluted."
David Walker,"Bianca felt elated after the race and all the other girls were happy with their performances,"
David Walker,"At this point we do fear for our lives, ... There is some security in the fact that we are in a large group."
David Walker,responding to floods and other natural disasters by FEMA.
David Walker,"Part of the problem is that when Congress considers legislation, and the administration proposes it, they only consider a one-year, five-year, or maybe 10-year time horizon."
David Walker,"But as I get better at it, my confidence level is back to where it was."
David Walker,"You have to have visible communication from the top,"
David Walker,We're pushing a drought-awareness program right now. But you never know. The 1952 flood happened right in the middle of a drought. It's feast or famine around here.
Herschel Walker,The majority of the people that I was growing up with were going off into the military. A lot of my classmates thought of going into the military.
Herschel Walker,"The hardest thing I had to overcome in life? I think racism. That's so difficult because I don't think anyone can ever understand it. It's not that people don't want to understand it, but they don't want to touch it."
Herschel Walker,That person has to be accountable for himself. I think that's what we have to do in society today is to be accountable for yourself. I think we have the tendency to always want to live someone else's life.
Herschel Walker,My favorite subject probably was math. I love math. Figures just intrigue me. I was really good at math. English probably was my worst subject. But I used to write a lot of poetry. I used to write poetry all the time.
Herschel Walker,"If I had to come up with something that just came to me, I think growing up in a small town, I want knowledge. I still think today, knowledge is one of the keys."
Herschel Walker,"I was a little different. I still say I'm a little different, because success to me is not having the most money, or having the biggest car or the biggest house."
Herschel Walker,"I never dreamed about being an actor, because that was out of reach. Coming from a small town that was big in farming, and also big in clothing factories, you don't dream about being a professional football player or an actor."
Herschel Walker,"I don't read a lot of the sports, because I think people sometimes either build it up, or you have this guy that hates sports that is going to write bad about it, so I figure I'm not going to read it. Because I'm not going to let him put an idea into my head."
Herschel Walker,"Growing up, I started developing confidence in what I felt. My parents helped me to believe in myself. I wasn't the best looking guy, I wasn't the best athlete in the world, but they made me feel good about myself."
