author,quote
Julius Caesar,"It is easier to find men who will volunteer to die, than to find those who are willing to endure pain with patience."
Julius Caesar,Men in general are quick to believe that which they wish to be true.
Julius Caesar,Men are nearly always willing to believe what they wish.
Julius Caesar,Men willingly believe what they wish.
Julius Caesar,"If you must break the law, do it to seize power: in all other cases observe it."
Julius Caesar,I would rather be first in a little Iberian village than second in Rome.
Julius Caesar,I have lived long enough to satisfy both nature and glory.
Julius Caesar,Men freely believe that which they desire
Julius Caesar,"What we wish, we readily believe, and what we ourselves think, we imagine others think also."
Julius Caesar,"I came, I saw, I conquered."
Julius Caesar,Experience is the teacher of all things.
Nicolas Cage,"[While the scenes depicting shootouts, romances with beautiful women and close-call escapes from a relentless Interpol agent (Ethan Hawke) will keep audiences on the edge of their seats, Cage hopes the film will make people, and governments, consider the kinds of people making money off their weaponry purchases.] Knowledge is key; it's power, ... You need to know what you're getting involved with."
Nicolas Cage,I don't think we would be. I think it'd be scientists and farmers and such.
Nicolas Cage,feel like real time unfolding. It's going to smack of reality and feel as real as it can ... The buildings themselves aren't (shown) ... The movie's about what happened amongst this handful of men when the buildings came down.
Nicolas Cage,The Weather Man
Nicolas Cage,"And on top of that, my dad is a professor of literature so he's very, very smart. So I was always thinking, 'How I can aspire to be him?' There was this intimidating aura growing up with a university professor."
Nicolas Cage,Don't lose the best thing in your life just because you are not sure.
Nicolas Cage,"I don't like it when people on the street say ''smile'' or ''cheer up.'' It's a real cheap line. I'm feeling good. I'm feeling real grateful for everything. It's a solid time in my life. When people say I look sad, they're wrong."
Nicolas Cage,"The idea that kids younger than mine are fighting guerilla wars using guns sold for profit is just mind-boggling to me. And the question is, who are the people supplying those weapons? How do they sleep? What kind of people are they?"
Nicolas Cage,"I would rather have had one breath of her hair, one kiss from her mouth, one touch of her hand, than eternity without it."
Nicolas Cage,"At the time I agreed to do 'The Weather Man,' I was going through a divorce and I was trying to figure out how I could take a negative and turn it into a positive,"
Nicolas Cage,"I wish I had learned more about it in high school, but they didn't put it in the history books. I have great respect for the Navajo Code Talkers and their heroic acts."
Nicolas Cage,"I wish I had learned more about it in high school, but they didn't put it in the history books, ... I have great respect for the Navajo Code Talkers and their heroic acts."
Nicolas Cage,sold guns to every army but the Salvation Army.
Nicolas Cage,"[Question 2: Does he turn to the sports page first? He doesn't.] The word 'sports' has always given me anxiety, ... I was the guy, when they had the lineup in school, who wasn't picked. So I've got a problem with sports."
Nicolas Cage,"It's for Weston. Weston likes animals. I do, too. I like octopuses. I can't help it."
Nicolas Cage,I try to do as many stunts as they'll let me do. I think it's important for an audience to feel that the actor's really doing it.
Nicolas Cage,I wanted to make an image for myself as an outlaw type. A kind of rock 'n' roll sensibility.
Nicolas Cage,"It's a family that's loaded with grudges and passion. We come from a long line of robbers and highwaymen in Italy, you know. Killers, even."
Nicolas Cage,"I'm sad about this, but we shouldn't have been married in the first place."
Nicolas Cage,I think I jump around more when I'm alone.
Nicolas Cage,"I am not a demon. I am a lizard, a shark, a heat-seeking panther. I want to be Bob Denver on acid playing the accordion."
Nicolas Cage,"Hollywood didn't know if I was an actor or a nut or if I was this crazy character I was playing. I had developed an image of being a little bit unusual, different and wild."
Nicolas Cage,There's a fine line between the Method actor and the schizophrenic.
Nicolas Cage,Shock is still fun. I won't ever shut the door on it.
Nicolas Cage,"Passion is very important to me. If you stop enjoying things, you've got to look at it, because it can lead to all kinds of depressing scenarios."
Nicolas Cage,One of the first signs of being depressed is that you lose interest in things. That's why I think it is important to stay passionate.
Nicolas Cage,My father was always getting excited about something. It's genetically inside me somewhere.
Nicolas Cage,"As a teenager I was more of an anarchist, but now I want people to thrive and be harmonious."
Nicolas Cage,"To be a good actor you have to be something like a criminal, to be willing to break the rules to strive for something new."
Nicolas Cage,I was always shocked when I went to the doctor's office and they did my X-ray and didn't find that I had eight more ribs than I should have or that my blood was the color green.
James Cagney,"Though I soon became typecast in Hollywood as a gangster and hoodlum, I was originally a dancer, an Irish hoofer, trained in vaudeville tap dance. I always leapt at the opportunity to dance in films later on."
James Cagney,"I got a part as a chorus girl in a show called Every Sailor and I had fun doing it. Mother didn't really approve of it, through."
James Cagney,"It was just everyday living. With me, it was fighting, more fighting, and more fighting. Life then was simply the way it was: ordinary, not bad, not good, just regular. No stress, no strain. Of course, no one had much of anything, but we didn't know that we were poor."
James Cagney,"If the American family has seemed in danger of disintegration, I believe and hope it will survive, and I think America will return to old values."
James Cagney,The 1920s were essentially the time when I learned the business of performing. It was my initiation into the world of show business.
Tim Cahill,We think this was a move to gauge management and shareholder reaction and flush out other potential bidders.
Tim Cahill,A journey is best measured in friends rather than miles
Tim Cahill,"We're talking about this all the time. We take it home with us and we bring it back to work. On the bright side, we get to carpool. She works exactly where I do, and I live exactly where she does."
LeRoy Cain,"There's a lot of things to worry about, We're looking forward, we're not looking back."
LeRoy Cain,"There's a lot of things to think about, ... There's a lot of things to worry about, and that's what I get paid to do is to worry - and I do it a lot."
LeRoy Cain,The second opportunity was clearer than the first. But I couldn't get comfortable with the overall condition.
LeRoy Cain,"We have taken a very hard look at ourselves. ... [The mistakes] are very easy to see now, but rather than dwell on that we're moving forward. We understand what it is we're about to go do."
LeRoy Cain,We will attempt to land somewhere.
Matt Cain,"It wasn't bad, I just wasn't getting strike one so we weren't able to work on the off-speed stuff. I put myself in some holes and I had to battle out of some situations."
Matt Cain,I'm not as nervous as I was the past two years. I've gotten to know the guys a little bit more and they've gotten to know me. So it's a big help. It was nice to get that over with so they can see that I can throw.
Matt Cain,"A win would have done a lot for us, being four back and having L.A. for four at home."
Matt Cain,The last three games were tough. I learned something in every one of them.
Matt Cain,I had a lot of fun this year. It was good. I can't complain. There's still room to grow.
Matt Cain,Microsoft could have been a lot more aggressive years ago. It's taken quite some time for the company as a whole to recognize it has a significant opportunity here.
Matt Cain,You won't believe you're on the team until you're there -- in San Francisco.
Mark Caine,"You cannot live on other people's promises, but if you promise others enough, you can live on your own."
Mark Caine,At all times it is better to have a method.
Mark Caine,There is nothing that puts a man more in your debt than that he owes you nothing.
Mark Caine,There is nothing wrong in using people. The success never uses people except to their advantage.
Mark Caine,"You are beginning to see that any man to whom you can do favor is your friend, and that you can do a favor to almost anyone."
Mark Caine,To know the right means of getting something done is virtually to have done it.
Mark Caine,"The successful man doesn't use others, other people use the successful man, for above all the success is of service."
Mark Caine,Meticulous planning will enable everything a man does to appear spontaneous.
Mark Caine,There are those who travel and those who are going somewhere. They are different and yet they are the same. The success has this over his rivals: He knows where he is going.
Mark Caine,The failure wishes he could do things he could never do. He thinks little of what he can do.
Mark Caine,"A barrier is of ideas, not of things."
Mark Caine,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.
Michael Caine,The standing ovation threw me. ... To be held in such regard in a town so full of talent is quite something.
Michael Caine,The basic rule of human nature is that powerful people speak slowly and subservient people quickly --because if they don't speak fast nobody will listen to them.
Michael Caine,The Cider House Rules.
Michael Caine,"It's been a long, long journey. I just wanted to see whether I could get a nomination. And I've got one, I'm happy now and my work is done."
Michael Caine,I'm every bourgeois nightmare - a Cockney with this intelligence and a million dollars
Michael Caine,The basic rule of human nature is that powerful people speak slowly and subservient people quickly -because if they don't speak fast nobody will listen to them.
Michael Caine,I have a very special relationship with Mike [Myers]. I'm a surrogate father.
Michael Caine,"At 69, I got the girl! And it wasn't a 68-year-old girl, either."
Michael Caine,"I started with the firm conviction that when I came to the end, I wanted to be regretting the things that I had done, not the things I hadn't."
Teresa Calcutta,"Even the rich are hungry for love, for being cared for, for being wanted, for having someone to call their own."
Teresa Calcutta,"The trouble is that rich people, well-to-do people, very often don't really know who the poor are; and that is why we can forgive them, for knowledge can only lead to love, and love to service. And so, if they are not touched by them, it's because th"
Teresa Calcutta,Loneliness and the feeling of being unwanted is the most terrible poverty.
Teresa Calcutta,"Spread love everywhere you go: First of all in your own house... let no one ever come to you without leaving better and happier. Be the living expression of God's kindness; kindness in your face, kindness in your eyes, kindness in your smile, kindness."
Teresa Calcutta,"Let us more and more insist on raising funds of love, of kindness, of understanding, of peace. The rest will be given."
Teresa Calcutta,I prefer you to make mistakes in kindness than work miracles in unkindness.
Teresa Calcutta,Our life of poverty is as necessary as the work itself. Only in heaven will we see how much we owe to the poor for helping us to love God better because of them.
Teresa Calcutta,God doesn't require us to succeed; he only requires that you try
Teresa Calcutta,True holiness consists in doing God's will with a smile
Teresa Calcutta,"Let us always meet each other with smile, for the smile is the beginning of love."
Teresa Calcutta,We shall never know all the good that a simple smile can do.
Teresa Calcutta,I want you to be concerned about your next door neighbor. Do you know your next door neighbor?
Teresa Calcutta,Spread love everywhere you go. Let no one ever come to you without leaving happier.
Teresa Calcutta,"The miracle is not that we do this work, but that we are happy to do it."
Teresa Calcutta,"Let us touch the dying, the poor, the lonely and the unwanted according to the graces we have received and let us not be ashamed or slow to do the humble work."
Teresa Calcutta,Loneliness is the most terrible poverty.
Teresa Calcutta,We ourselves feel that what we are doing is just a drop in the ocean. But the ocean would be less because of that missing drop.
Teresa Calcutta,Love begins by taking care of the closest ones-the ones at home.
Teresa Calcutta,"I do not pray for success, I ask for faithfulness."
Teresa Calcutta,I know God will not give me anything I can't handle. I just wish He didn't trust me so much.
Teresa Calcutta,"If you want to make peace, you don't talk to your friends. You talk to your enemies."
Teresa Calcutta,"The biggest disease today is not leprosy or tuberculosis, but rather the feeling of being unwanted"
Teresa Calcutta,"I have come to realize more and more that the greatest disease and the greatest suffering is to be unwanted, unloved, uncared for, to be shunned by everybody, to be just nobody [to no one]."
Teresa Calcutta,The hunger for love is much more difficult to remove than the hunger for bread.
Teresa Calcutta,"I have found the paradox that if I love until it hurts, then there is no hurt, but only more love."
Teresa Calcutta,"If you judge people, you have no time to love them."
Teresa Calcutta,"Love is a fruit in season at all times, and in reach of every hand."
Teresa Calcutta,Be faithful in small things because it is in them that your strength lies.
Teresa Calcutta,"We cannot all do great things, but we can do small things with great love."
Teresa Calcutta,"If we have no peace, it is because we have forgotten that we belong to each other."
Teresa Calcutta,"Kind words can be short and easy to speak, but their echoes are truly endless."
Teresa Calcutta,There is more hunger for love and appreciation in this world than for bread.
Teresa Calcutta,There should be less talk; a preaching point is not a meeting point. What do you do then? Take a broom and clean someone's house. That says enough.
Teresa Calcutta,It is impossible to walk rapidly and be unhappy.
Teresa Calcutta,"If you can't feed a hundred people, then feed just one."
Teresa Calcutta,"Do not wait for leaders; do it alone, person to person."
Teresa Calcutta,To keep a lamp burning we have to keep putting oil in it.
Teresa Calcutta,"Every time you smile at someone, it is an action of love, a gift to that person, a beautiful thing."
Teresa Calcutta,"We the willing, led by the unknowing, are doing the impossible for the ungrateful.  We have done so much, with so little, for so long, we are now qualified to do anything, with nothing."
Teresa Calcutta,"Love begins at home, and it is not how much we do... but how much love we put in that action."
Teresa Calcutta,I am a little pencil in the hand of a writing God who is sending a love letter to the world.
Alexander Calder,"The underlying sense of form in my work has been the system of the Universe, or part thereof. For that is a rather large model to work from."
Alexander Calder,"To an engineer, good enough means perfect. With an artist, there's no such thing as perfect."
Alexander Calder,I paint with shapes.
Jim Caldwell,"They work together. And that's the great thing, ... I mean these guys work. Peyton works with those receivers consistently. In-season, out-of-season. They get to know one another extremely well. And it takes a familiarity with one another to be able to do the things that they do. They have a great feel for one another."
Jim Caldwell,His job is the one that we need to certainly support and pray about.
Jim Caldwell,"They're professionals, when they take the field, they want to win. So it's a matter of professional pride, and also our head coach expects us to go out and play hard and play well."
Jim Caldwell,They were happy to have an opportunity to see their head coach. They hadn't seen him for almost a week. They wanted to show their support for him in this tough time. They had a chance to talk with him and see him and in some cases touch him.
John Caldwell,"Our fourth quarter results demonstrate our continuing progress in improving our financial results. Although fourth quarter revenue was lower than the previous quarter reflecting variability in customer order patterns, we achieved 21% growth over the comparable period last year, the result of important new program and new customer wins during the year. It was also the third consecutive quarter of earnings growth."
John Caldwell,"There are noticeable recoveries. Just in the health care sector, the DRG index is outperforming the overall market, and Pfizer is the largest component. Clearly, there's something favorable happening in that group, but it's not the only one."
John Caldwell,The underlying fundamentals of the market still remain very healthy. We are looking at good solid earnings growth in the first quarter and economic growth that has bounced back.
John Caldwell,The point to remember is that what the Government gives it must first take away
John Caldwell,"With the increased focus on the potential of an economic slowdown, driven by the higher energy prices, anything that comes out of the economic data to either support or refute that is going to be key."
John Caldwell,"At the forefront of investors' minds are going to be earnings, and to a lesser extent, the economy. I really think that's what is going to dictate how the market behaves."
Robert Caldwell,"From the announcements in 1998 and subsequent measurements, we now know that the accelerated expansion of the universe did not start until sometime in the last 10 billion years."
Robert Caldwell,"From the announcements in 1998 and subsequent measurements, we now know that the accelerated expansion of the universe did not start until sometime in the last 10 billion years,"
Robert Caldwell,"Quintessence is a dynamic, time-evolving, and spatially dependent form of energy with negative pressure sufficient to drive the accelerating expansion, ... Whereas the cosmological constant is a very specific form of energy  vacuum energy  quintessence encompasses a wide class of possibilities."
Robert Caldwell,"Quintessence is a dynamic, time-evolving, and spatially dependent form of energy with negative pressure sufficient to drive the accelerating expansion. Whereas the cosmological constant is a very specific form of energy  vacuum energy  quintessence encompasses a wide class of possibilities."
Sarah Caldwell,We must continuously discipline ourselves to I remember how it felt the first moment.
Sarah Caldwell,The fact is that great musical pieces take and hold the stage because they provide great emotional experiences.
Sarah Caldwell,"That's what it is that you rehearse - the making of music, not the playing of notes as abstractions."
Sarah Caldwell,"That which we persist in doing becomes easier for us to do; not that the nature of the thing itself is changed, but that our power to do is increased."
Sarah Caldwell,Music - opera particularly - is a process which is endurable or successful only if it is achieved by people who love to collaborate.
Sarah Caldwell,"I enjoy doing both of them very much, concert work particularly, and the division varies from season to season."
Sarah Caldwell,"As the director of an opera, it is my responsibility to unify the style of the particular performance, but one can certainly approach the piece from different points of view. That's what makes it interesting and keeps it alive."
Sarah Caldwell,Success is important only to the extent that it.
Sarah Caldwell,"If you approach an opera as though it were something that always went a certain way, that's what you get. I approach an opera as though I didn't know it."
Sarah Caldwell,Success is important only to the extent that it puts one in a position to do more things one likes to do.
Sarah Caldwell,"If you can sell green toothpaste in this country, you can sell opera."
Sarah Caldwell,"Learn everything you can, anytime you can, from anyone you can - there will always come a time when you will be grateful you did."
Jim Calhoun,"I said, 'You guys are special."
Jim Calhoun,We weren't prepared. We were living on an 11-0 season that meant absolutely nothing because you have to play the next one.
Jim Calhoun,I told Rashad he only waited 38 minutes for that three. It was worth the wait.
Jim Calhoun,"When I did my voting, it was very difficult. Normally I can get a better feel. But there were so many kids that had so many great seasons."
Jim Calhoun,"If, in fact, you felt it was a mistake of malice, a mistake of violence, a mistake repeated, those are all factors."
Jim Calhoun,[A victory] would really swing their season.
Jim Calhoun,"My understanding is the athletic director is going to now, hopefully, put it on the front burner this year. In my personal opinion, they were going to fix football before they fixed basketball. I know a couple of the people are basketball people who gave money to football and that's fine. They gave money to the university."
Jim Calhoun,"He's one of the best assistants and one of the best evaluators of talent that I've ever been around, ... I think in the next week or two we are going to try to name him associate head coach because he's been that good."
Jim Calhoun,"I know what it's like to be A) at another level, and B) overwhelmed with talent. Tonight, it didn't come easy. ... We had to work harder than we have had to work recently. Sometimes scores can be very deceptive."
Jim Calhoun,"Talent eventually wins out, and in this particular game it certainly did."
Jim Calhoun,The team just wasn't comfortable. The score is not indicative. [The sign] of a struggle is the game Rashad [Anderson] and Rudy [Gay] had.
Jim Calhoun,"He?s not only a leader, he?s an emotional leader. He has some of what Khalid has, his strength and confidence level. ... He gets fans involved."
Jim Calhoun,"We just shut the engine off. We just couldn't get it back. It's a hard thing to do in sports and I think all of us have seen it and unfortunately an experienced team like this, it shouldn't happen to."
Jim Calhoun,We just shut the engine off. You can't go to sleep.
Jim Calhoun,Certainly Hilton will come in with a lot more attention than he had before. A full 40 minutes of focus is what we?re going to need.
Jim Calhoun,We've taken the quality of teams and just increased them in quantity. I don't think anybody truly understands how difficult this league will be day in and day out.
Jim Calhoun,The person who believes less in Josh is Josh. It's a daily progress with him to get him to believe.
Jim Calhoun,"Providence has given us lots of problems and Timmy (Welsh) has prepared his team well. I think the only difference between Providence and maybe somebody a little bit higher in the (Big East) standings, quite frankly, is that these are young kids."
Jim Calhoun,I'm bursting with pride about this team.
Jim Calhoun,"They space the floor, and that can cause problems sometimes because our game is a game of power. And Villanova's backcourt disrupted us, so we couldn't use our power."
Jim Calhoun,"He put it in perspective and told me exactly what happened to him. Jim took me through the scenario of what would happen. Jim has been in my life more than I realize. We're the two old-timers in the league, but we're also two friends."
Jim Calhoun,"Jimmy put it in perspective and told me exactly what had happened to him, ... He encouraged me to get the best medical advice I could get. He took me through the scenario of what would happen."
Jim Calhoun,"I'm mixing and matching both those things, ... Given my nature, unless I had planned that this would be the summation of everything, then I'm going to keep going on with my job."
Jim Calhoun,"There's no good losses, no moral victories, nothing of that nature. But the champion in them did come out. They weren't going away without trying to win a game."
Jim Calhoun,They've caught some magic in my opinion and they're feeling really good about themselves. When a team feels good about itself they're really tough to beat.
Jim Calhoun,"We were living on an 11-0 season that meant absolutely nothing. We took a 15-8 lead and from then, didn't play an ounce of basketball."
Jim Calhoun,We were living on an 11-0 season that meant absolutely nothing. We never were much of a factor.
Jim Calhoun,He was very outspoken and talked about the kind of sacrifices he was willing to make for the team to win. You can't get a kid to do that unless it comes from the heart. And trust me it does.
Jim Calhoun,I pulled Marcus off and berated him as much as I possibly could. Marcus didn't come out with the kind of enthusiasm that he needs to.
Jim Calhoun,Sometimes I'd like to see them with more swagger. Perhaps we'll walk out of here with that kind of swagger.
Jim Calhoun,"It's something they probably couldn't have imagined. There is joy in Fairfield County, I'm sure."
Jim Calhoun,"Will it hurt us? Sure. I think Jeff has been a factor in every game he has played. So it will hurt us, but hopefully the depth we have will come into play."
Jim Calhoun,Will it hurt us? Sure. Jeff has been a factor in every game he's played in. Hopefully the depth that we have will come into play in this game.
Jim Calhoun,"Their 7-for-9 shooting in the second half from 3-point land was something that really, really hurt us deeply. But the inability of us to get the ball into the paint was probably the thing that killed us."
Jim Calhoun,"I would hope that I represent them,"
Jim Calhoun,"This is the greatest honor I could ever receive,"
Jim Calhoun,"I don't find it unusual for Kentucky, with its incredible history and a great coach like Tubby (Smith), for it to turn into that type of game. I thought Kentucky played awfully good."
Jim Calhoun,"Roscoe Baker, Jimmy Walker, Billy Blair, Dennis Lynch - so many names - we would go into the heart of Roxbury and play, ... The name of the local team was the Roxbury Royals. They had a court that you could see into from the apartment buildings, so it was like a double-deck and they played their opening theme song loudly and it was `School's Out.'"
Jim Calhoun,"When my dad died at 15 [of a heart attack], ... one of the sacred places I could go was with a ball, a hoop and a dream - by myself. It's one of the few sports that allows you to do that. In those moments of solitude, I was able to work out some of my life issues. It was a very difficult time for me."
Jim Calhoun,"It's going to get tougher by the moment, ... I hate to see Bob Huggins go, but having Rick [Pitino] come in, and Freedom Hall, I see the future of the Big East being great."
Jim Calhoun,It's a tribute to the hard work the kids put in because they played in the best league in the country. I think our kids should be honored. We have an awful lot of good players in this league. I couldn't be prouder of our kids.
Jim Calhoun,I've been in a (locker) room with some talented teams and some teams that bordered on greatness. But I don't know if I've been in a room before with so many kids that have sacrificed so much.
Jim Calhoun,"My dad was a god to me,"
Jim Calhoun,I wish to God they were in the NBA.
Jim Calhoun,"Over the last 15 years, the type of players we've had here, the fortune to be successful, we've had the bull's-eye. Now there's the added bull's-eye of a new league, being No. 1. They just pile up. That's exactly where you want to be. You want to be playing from the top. I hear guys say they like to be the underdog. But there's a reason you're the underdog. I'd like to be playing from the top any time I can."
Jim Calhoun,"Villanova is always scary, because of the way they space the floor and force you to play small ball."
Jim Calhoun,"Every Saturday, my dad took me to a football game,"
Jim Calhoun,"We are delighted with the reaction that the Muppets are getting from some of the top fashion boutiques around the world, and we are proud to be able to team up with today's stars to do something special for Childrens Hospital Los Angeles."
Jim Calhoun,"He was a Hall of Fame coach in his own right at UMass, ... But playing in the Yankee Conference, he was never going to get the recognition."
Jim Calhoun,"We have weaknesses; we know that. So we have to become an execution team, particularly on a team that comes up and ball-pressures us, a team that says 'beat me off the dribble.' And you can, but they're daring you and trying to take you out of your offense."
Jim Calhoun,"As a friend and as a colleague, it's only fitting that we go in together. ... The way he's maintained excellence through all those years, Jim's had an incredible run."
Jim Calhoun,He plays a great game with great enthusiasm. What a wonderful thing.
Jim Calhoun,"There are no easy routes in this tournament. I thought we could eventually take control of this game, but Kentucky kept fighting back."
Jim Calhoun,"I thought we would eventually take control of the game, and Kentucky kept fighting back. That was not in the game plan."
Jim Calhoun,This is one of those games where I don't have an awful lot of complaints.
Jim Calhoun,"I'm not complaining, but that takes a toll. The league is just so difficult."
Jim Calhoun,"It?s a time we have to play. I don?t think for college kids it makes any difference. I talked to players today and asked them, ?How?d you sleep last night?? They said they went to bed early ? they were in bed by 1:15 a.m."
Jim Calhoun,"Only two of the six kids have college degrees - my brother, who is a cardiologist, and me, ... We were a large Irish family, and in those days, the boys went to college. My sisters gave me $50 here and there and came to my games. They all gave me something. When people love you and believe in you, it instills confidence. Confidence comes from the people around you."
Jim Calhoun,I think it's the very charm of exactly what this tournament is about and I truly believe that. We played Gonzaga in 1999 and everybody in Phoenix was attached to them. That's a very natural thing.
Jim Calhoun,"This whole idea of David and Goliath is a real natural thing to root for the underdog. The charm of this tournament is every single night, we're all surprised by the things that happen."
Jim Calhoun,I think that's the charm of what this tournament is about.
Jim Calhoun,"Sometimes you're blessed with teams that are incredibly talented, but there's chaos. But sometimes you're blessed, as I have been this year, to have kids who think the same way you do."
Jim Calhoun,"The thing that scares me always the most and the thing I caution our players on is that next week, you go home. You go home for the Big East tournament. And then next time you go home, we pack up the uniforms. And this team is good enough to get to Indianapolis. Will it get to Indianapolis? I have no idea. ... Maybe the first round of the tournament some team gets up, plays us tough and we don't execute."
Jim Calhoun,He responded well after being very leery when he got hit. And I don?t blame him. The scratch was pretty good.
Jim Calhoun,"They shot 6-of-7 from 3 in the second half. That's decent shooting, I believe."
Jim Calhoun,"Whether it was 50 bucks being sent to me at school, traveling through a snowstorm to                                                                                                                         see me play, coming to a football game in high school, all those things gave me a sense of love and belief and those things inspired confidence."
Jim Calhoun,I just believe 100 percent in Marcus Williams and he's reinforced that belief every step of the way.
Jim Calhoun,"Their big guys dominated us. Last night when I went to bed or this morning when I woke up, I would never have thought that would have happened. Maybe a wash, but certainly not that."
Jim Calhoun,He's comfortable being the best sixth man in college basketball.
Jim Calhoun,I don't have any question that was a very well-coached basketball team. He's got complete control of the way that teams runs.
Jim Calhoun,"He learned at the feet of the master, ... To have someone full-time for basketball issues is a great, great situation."
Jim Calhoun,This is where our basketball culture stands. Whether I agree with kids leaving after two or three years really is of no consequence.
Jim Calhoun,"They are a tough, tough basketball team. They made our life awfully, awfully miserable. We thought the game was going to be as easy as it was early."
Jim Calhoun,They gave us a tremendous shot. We withstood it and stood up to it. I couldn't prouder of my basketball team.
Jim Calhoun,We are incredibly happy to be here today. We survived an incredible basketball game. Washington gave us everything we could ever imagine to handle. But we were able to withstand it and advance. And that is what you want to do in the NCAA Tournament.
Jim Calhoun,"Their arrogance doesn't show. They are not doing any kind of chest thumping that some teams carry, in my opinion, too far."
Jim Calhoun,I still think we can beat anybody in America and get to Indianapolis.
Jim Calhoun,"I still think we can beat anybody in America and get to Indianapolis. And I still think we can lose to anybody along the way. But we got into a situation where we had to make plays, and we made plays."
Jim Calhoun,Jack is probably one of the best point guards in America. He did an incredible job on him.
Jim Calhoun,It's a tremendous sense of accomplishment and an amazing feeling to win. This field was one of the best ever and there isn't anyone here who didn't get their money's worth.
Jim Calhoun,"We've been to nine of 12 [Sweet 16s] and that's a good achievement, but nine straight is incredible. Mike has had terrific players."
Jim Calhoun,The ability to take somebody off the bounce is incredibly important. It's really tough to defend a guy who can go by you.
Jim Calhoun,"The sky's the limit with his ability and his vision of the game. I watch some of those NBA games and I happened to be watching Boston down the stretch, and I said, 'You throw him in that uniform and all of a sudden they'll be a different basketball team.' I believe that much in him."
John Calipari,Go ball. Go ball. I'll worry about the coaching. You just get out there and ball.
John Calipari,I second the motion. His record is spotless. He graduates every kid. He doesn't look at other women. He doesn't smoke.
John Calipari,"What I'm seeing now, what I saw at [Massachusetts], it's like the machine is up and running now. But it's taken six years. At Mass, it took me five."
John Calipari,"Obviously, we have policy and team rules, and this is a case that I'll deal with like all the others. I'll deal with it in a fair way, and deal with him in a fair way. But we've got to look into it first."
John Calipari,We made a couple of shots and couple of plays because we are a little bit longer. The reality of it is they were there until there was a minute left and they easily could have won the game.
John Calipari,Those guys on TV and radio have to come up with some opinions and some upsets.
John Calipari,"It was my mistake,"
John Calipari,I was happy for Joey. One of the things we had talked about was getting him more looks. He stepped up and we did that.
John Calipari,We are chasing greatness with this team.
John Calipari,How 'bout that. We're chasing greatness.
John Calipari,"There was no one that played well. In this kind of game, you must have two or three guys that really play well and that everyone talks about after the game. We didn't have anybody."
