author,quote
MacGyver MacGyver,"If you let yourself be afraid of dying, you're just going to end up being afraid of living."
MacGyver MacGyver,"With a little bit of imagination, anything is possible."
MacGyver MacGyver,Imagination is the most important thing the human mind has.
MacGyver MacGyver,How can you owe a friend? Friends stand by each other through everything.
MacGyver MacGyver,Friends are the adventures of life.
MacGyver MacGyver,Friends stand by each other through everything.
MacGyver MacGyver,You can do more with a gun than just fire it.
Niccolo Machiavelli,"And if, to be sure, sometimes you need to conceal a fact with words, do it in such a way that it does not become known, or, if it does become known, that you have a ready and quick defense"
Niccolo Machiavelli,"A wise man will see to it that his acts always seem voluntary and not done by compulsion, however much he may be compelled by necessity."
Niccolo Machiavelli,"Only those means of security are good, are certain, are lasting, that depend on yourself and your own vigor."
Niccolo Machiavelli,"I shall always esteem it not much to live in a city where the laws do less than men, because that fatherland is desirable where possessions and friends can be securely enjoyed, not where they can be easily taken from you, and friends for few of thems"
Niccolo Machiavelli,"There is no other way for securing yourself against flatteries except that men understand that they do not offend you by telling you the truth; but when everybody can tell you the truth, you fail to get respect"
Niccolo Machiavelli,"Because just as good morals, if they are to be maintained, have need of the laws, so the laws, if they are to be observed, have need of good morals"
Niccolo Machiavelli,"Men in general judge more from appearances than from reality. All men have eyes, but few have the gift of penetration."
Niccolo Machiavelli,"Men in general judge more by the sense of sight than by the sense of touch, because everyone can see, but only a few can test by feeling. Everyone sees what you seem to be, few know what you really are, and those few do not dare take a stand against the general opinion."
Niccolo Machiavelli,Men are more apt to be mistaken in their generalizations than in their particular observations.
Niccolo Machiavelli,"When you disarm the people, you commence to offend them and show that you distrust them either through cowardice or lack of confidence, and both of these opinions generate hatred."
Niccolo Machiavelli,"To understand the nature of the people one must be a prince, and to understand the nature of the prince, one must be of the people."
Niccolo Machiavelli,"Where the willingness is great, the difficulties cannot be great."
Niccolo Machiavelli,"Men should be either treated generously or destroyed, because they take revenge for slight injuries - for heavy ones they cannot."
Niccolo Machiavelli,"For among other evils caused by being disarmed, it renders you contemptible; which is one of those disgraceful things which a prince must guard against."
Niccolo Machiavelli,Never was anything great achieved without danger.
Niccolo Machiavelli,We cannot attribute to fortune or virtue that which is achieved without either.
Niccolo Machiavelli,Princes and governments are far more dangerous than other elements within society.
Niccolo Machiavelli,The new ruler must determine all the injuries that he will need to inflict. He must inflict them once and for all.
Niccolo Machiavelli,"It is not titles that honor men, but men that honor titles."
Niccolo Machiavelli,Men are so simple and yield so readily to the desires of the moment that he who will trick will always find another who will suffer to be tricked.
Niccolo Machiavelli,The first method for estimating the intelligence of a ruler is to look at the men he has around him.
Niccolo Machiavelli,Whosoever desires constant success must change his conduct with the times.
Niccolo Machiavelli,One who deceives will always find those who allow themselves to be deceived.
Niccolo Machiavelli,Hatred is gained as much by good works as by evil.
Niccolo Machiavelli,"Of mankind we may say in general they are fickle, hypocritical, and greedy of gain."
Niccolo Machiavelli,"It is better to be feared than loved, if you cannot be both."
Niccolo Machiavelli,The promise given was a necessity of the past: the word broken is a necessity of the present.
Niccolo Machiavelli,"Tardiness often robs us opportunity, and the dispatch of our forces."
Niccolo Machiavelli,The fact is that a man who wants to act virtuously in every way necessarily comes to grief among so many who are not virtuous.
Niccolo Machiavelli,"Severities should be dealt out all at once, so that their suddenness may give less offense; benefits ought to be handed ought drop by drop, so that they may be relished the more."
Niccolo Machiavelli,I'm not interested in preserving the status quo; I want to overthrow it.
Niccolo Machiavelli,"The wish to acquire more is admittedly a very natural and common thing; and when men succeed in this they are always praised rather than condemned. But when they lack the ability to do so and yet want to acquire more at all costs, they deserve condemnation for their mistakes."
Niccolo Machiavelli,Entrepreneurs are simply those who understand that there is little difference between obstacle and opportunity and are able to turn both to their advantage.
Niccolo Machiavelli,"The one who adapts his policy to the times prospers, and likewise that the one whose policy clashes with the demands of the times does not."
Niccolo Machiavelli,Whoever conquers a free town and does not demolish it commits a great error and may expect to be ruined himself.
Niccolo Machiavelli,"A return to first principles in a republic is sometimes caused by the simple virtues of one man. His good example has such an influence that the good men strive to imitate him, and the wicked are ashamed to lead a life so contrary to his example."
Niccolo Machiavelli,"Since it is difficult to join them together, it is safer to be feared than to be loved when one of the two must be lacking."
Niccolo Machiavelli,"Hence it comes about that all armed prophets have been victorious, and all unarmed prophets have been destroyed."
Niccolo Machiavelli,The wise man does at once what the fool does finally.
Niccolo Machiavelli,"The main foundations of every state, new states as well as ancient or composite ones, are good laws and good arms you cannot have good laws without good arms, and where there are good arms, good laws inevitably follow."
Niccolo Machiavelli,Men are so simple and so much inclined to obey immediate needs that a deceiver will never lack victims for his deceptions.
Niccolo Machiavelli,If an injury has to be done to a man it should be so severe that his vengeance need not be feared.
Niccolo Machiavelli,"God is not willing to do everything, and thus take away our free will and that share of glory which belongs to us."
Niccolo Machiavelli,Benefits should be conferred gradually; and in that way they will taste better.
Niccolo Machiavelli,A prince never lacks legitimate reasons to break his promise.
Niccolo Machiavelli,It is necessary for him who lays out a state and arranges laws for it to presuppose that all men are evil and that they are always going to act according to the wickedness of their spirits whenever they have free scope.
Niccolo Machiavelli,"The more sand has escaped from the hourglass of our life, the clearer we should see through it."
Niccolo Machiavelli,"There is nothing more difficult to take in hand, more perilous to conduct, or more uncertain in its success, than to take the lead in the introduction of a new order of things."
Niccolo Machiavelli,"A son can bear with equanimity the loss of his father, but the loss of his inheritance may drive him to despair."
Niccolo Machiavelli,It is double pleasure to deceive the deceiver.
Niccolo Machiavelli,It is much more secure to be feared than to be loved.
Niccolo Machiavelli,One change always leaves the way open for the establishment of others.
Niccolo Machiavelli,He who wishes to be obeyed must know how to command.
Niccolo Machiavelli,"Before all else, be armed."
Niccolo Machiavelli,"Men ought either to be indulged or utterly destroyed, for if you merely offend them they take vengeance, but if you injure them greatly they are unable to retaliate, so that the injury done to a man ought to be such that vengeance cannot be feared."
Niccolo Machiavelli,"There are three kinds of intelligence: one kind understands things for itself, the other appreciates what others can understand, the third understands neither for itself nor through others. This first kind is excellent, the second good, and the third kind useless."
Niccolo Machiavelli,"As the observance of divine institutions is the cause of the greatness of republics, so the disregard of them produces their ruin; for where the fear of God is wanting, there the country will come to ruin, unless it be sustained the fear of the princ"
Niccolo Machiavelli,A wise ruler ought never to keep faith when by doing so it would be against his interests.
Niccolo Machiavelli,It is necessary for him who lays out a state and arranges laws for it to presuppose that all men are evil and that they are always going to act according to the wickedness of their spirits whenever they have free scope
Niccolo Machiavelli,"There is nothing more difficult to carry out, nor more doubtful of success, nor more dangerous to handle, that to institute a new order of things"
Niccolo Machiavelli,Never was anything great achieved without danger
Niccolo Machiavelli,The chief foundations of all states... are good laws and good arms. And as there cannot be good laws where there are not good arms... where there are good arms there must be good laws...
Niccolo Machiavelli,"It should be noted that when he seizes a state the new ruler ought to determine all the injuries that he will need to inflict. He should inflict them once and for all, and not have to renew them every day."
Niccolo Machiavelli,"In truth, there never was any remarkable lawgiver amongst any people who did not resort to divine authority, as otherwise his laws would not have been accepted by the people; for there are many good laws, the importance of which is known to be the sa"
Niccolo Machiavelli,"For the great majority of mankind are satisfied with appearance, as though they were realities and are often more influenced by the things that seem than by those that are"
Niccolo Machiavelli,"Men in general judge more from appearances than from reality. All men have eyes, but few have the gift of penetration"
Niccolo Machiavelli,Ability and perseverance are the weapons of weakness.
Niccolo Machiavelli,"He who has not first laid his foundations may be able with great ability to lay them afterwards, but they will be laid with trouble to the architect and danger to the building."
Niccolo Machiavelli,Men shrink less from offending one who inspires love than one who inspires fear.
Niccolo Machiavelli,"Men rise from one ambition to another: first, they seek to secure themselves against attack, and then they attack others."
Niccolo Machiavelli,No enterprise is more likely to succeed than one concealed from the enemy until it is ripe for execution.
Connie Mack,We're getting focused on the income tax as a base.
Connie Mack,The majority of the benefit from the present treatment of mortgage-interest deduction goes to the very high income.
Connie Mack,"These are not armed criminals, and that's the way they were treated, ... And I find that terrifying that that would take place in the United States of America."
Connie Mack,"Mathewson was the greatest pitcher who ever lived. He had knowledge, judgment, perfect control and form. It was wonderful to watch him pitch when he wasn't pitching against you."
Connie Mack,"As one of nine men, DiMaggio is the best player that ever lived."
Connie Mack,You can't win them all.
Connie Mack,"You're born with two strikes against you, so don't take a third one on your own."
Connie Mack,"After all my years, there are two things I've never got used to - haggling with a player over his contract and telling a boy he's got to go back."
Connie Mack,I guess more players lick themselves that are ever licked by an opposing team. The first thing any man has to know is how to handle himself.
Connie Mack,"Any minute, any day, some players may break a long standing record. That's one of the fascinations about the game, the unexpected surprises."
Connie Mack,"There has been only one manager, and his name is John McGraw."
Connie Mack,"Humanity is the keystone that holds nations and men together. When that collapses, the whole structure crumbles. This is as true of baseball teams as any other pursuit in life."
Connie Mack,"No matter what I talk about, I always get back to baseball."
Connie Mack,"The game has kept faith with the public, maintaining its old admission price for nearly thirty years while other forms of entertainment have doubled and tripled in price. And it will probably never change."
Connie Mack,"Today, less than 30 percent of American taxpayers take advantage of the mortgage interest deduction. Under our proposal, everyone who has a mortgage will get a benefit."
Pete Mackanin,"I don't foresee Redman pitching the rest of the year. That's my take. I might be wrong, but a broken index finger is not real good news for a pitcher. I don't see it happening, especially in lieu of the fact that we have so many young players we still need to get a look at."
Pete Mackanin,"We wouldn't want him to go past 120 pitches. I would have loved to have sent him out to get a complete game, but it would have put him past that threshold and I'm not willing to do that."
Pete Mackanin,"You can't continue to make the same mistakes over and over again. There has to be a way to get across to the players that bad play or bad performance is unacceptable. You learn your craft in the Minor Leagues. At the big league level, we expect results."
Pete Mackanin,"Two outs, man on second. And everything kind of fell apart."
Pete Mackanin,I don't have a magic bullet. I'm going to do the best I can to right this ship and get something positive out of the last three weeks of the season.
Pete Mackanin,We'll take it inning by inning. We'll hope he can economize his pitches.
Pete Mackanin,"That guy Eckstein, I hate facing him with the game on the line. He's an outstanding clutch hitter."
Pete Mackanin,"It's hard to watch when he's not on. But when he's on, it's really nice to watch because you can see the potential there. I don't know if he was at his best tonight, but he was close. If he can do that seven out of 10 times, you've got something there."
Pete Mackanin,"You don't win one-run games, the other team loses them. And we lost this one."
Pete Mackanin,"I'm looking at their lineup card, and they've got a football team. I'm looking at mine, and I've got three guys on the bench due to attrition."
Pete Mackanin,"That's a lot of pitches in five innings. He's fighting to get on track. Sometimes you just have to go out there and forget about the corners. He's got that kind of stuff where if he just keeps the ball down in the zone, he'll be OK."
Pete Mackanin,"I thought we had everything under control. But that error just killed us. We've had trouble in the sixth and seventh innings all season, and that certainly was the case tonight."
Pete Mackanin,"I think Latin America is more beneficial than the fall league. There's a lot more pressure on you to perform. The conditions aren't the greatest, and it does toughen your skin a bit."
Harvey MacKay,The sale begins when the customer says yes.
Harvey MacKay,"Time is free, but it's priceless. You can'town it, but you can use it. You can't keepit, but you can spend it. Once you've lost ityou can never get it back."
Harvey MacKay,"It isn't the people you fire who make your life miserable, it's the people you don't"
Harvey MacKay,No one ever went broke by saying no too often.
Harvey MacKay,"If you wish others to believe in you, you must first convince them that you believe in them"
Harvey MacKay,Find something you love to do and you'll never have to work a day in your life
Peter MacKay,"I came to the conclusion that my work here is not done,"
Peter MacKay,My understanding is that it was five or six.
Peter MacKay,"This is strategic, I think and it's all about clinging to power. It's all about keeping their strategic options open as opposed to running the country in a prudent fashion."
Peter MacKay,"As far as the decorum in the House, and how they're going to stay in power -- well, they'll buy parties,"
Peter MacKay,I hear your pies bring good luck. David Sweet said I must stop by on my way through the area.
Peter MacKay,P.E.I. is one of the leaders in environmental practices as 75 per cent of commercial farms on the Island already have an environmental farm plan in place.
Peter MacKay,When is the government going to give Canadians a tax break and stop gouging them on the high cost of oil and gas?
Peter MacKay,"The government continues with this simultaneous face-saving, rear-end-covering exercise of trying to justify a very cumbersome, useless system."
Peter MacKay,"It's another example of the ineffective, overly bureaucratic nightmare that is the gun registry,"
Peter MacKay,I don't think anyone can accuse me of having put my interests ahead of the party's or the country's. I simply felt this was the right thing to do.
Peter MacKay,"I am a competitive person, and I didn't win the leadership of the PC party with a mind to stepping down so soon afterwards. But no regrets."
Peter MacKay,We have to be focused on growing the party and getting young people to see us as a viable option.
Peter MacKay,It's not as if our party has a leadership campaign underway.
Peter MacKay,"If the United States leads a multinational force into Iraq without United Nations backing, Canada should fight beside its neighbour. We've gone from being a middle power to a muddle power on this one."
Peter MacKay,"What Canada has to do is to have a government connected to the priorities of the people of which it is elected to serve. Those priorities include ensuring medicare is sustainable, support for the military, and tax and justice systems that work."
Peter MacKay,There needs to be a balance between privacy rights and security issues. The government wants more ability to cover up its own activities but expand their ability to intrude into the lives of Canadians. It is perverse logic and a double standard.
Shirley MacLaine,"This isn't about female relationship really. It is about familial relationship in which there are real problems: a suicide, and a hidden grandmother. So that's not really exploring female relationships. It's about, 'Why did my son-in-law do that?' And the girls' lives are out of control and (my character helps) bring their lives together with some kind of stability."
Shirley MacLaine,"I was fearful of casting Shirley because of her power as an actress and how that would mesh with a character who is literally shut down. But the fact is, Shirley is an actor and a working actor. She was excited by the challenge."
Shirley MacLaine,Dwelling on the negative simply contributes to its power
Shirley MacLaine,The person who knows how to laugh at himself will never cease to be amused.
Shirley MacLaine,"To prove it, I'm going to kiss your [bleep] - literally."
Shirley MacLaine,I hoped that the trip would be the best of all journeys: a journey into ourselves
Shirley MacLaine,"He's very happily married, thank goodness, and we are friends."
Shirley MacLaine,"People come in here and say, 'Why can't we get Jamaican food where we live in Ohio or California?'  ... I'd like to make that happen. Even in Paris and Tokyo."
Shirley MacLaine,"I know they are important movie people, ... but here they were at my kitchen table waiting for food they had just discovered."
Shirley MacLaine,"I've never cared whether a picture makes money or not. Now I care, because it's all about whether they'll finance the next one. And we've got to start making better pictures in Hollywood."
Shirley MacLaine,The more I traveled the more I realized that fear makes strangers of people who should be friends.
Shirley MacLaine,I don't need anyone to rectify my existence. The most profound relationship we will ever have is the one with ourselves.
Shirley MacLaine,"It's exciting for a character in the movie to say he knows all the best places to eat and this is a good one,"
Shirley MacLaine,I loved the examination of old money in Pasadena (California) and I loved that this woman (Jennifer Aniston's character) from a background that was sculpted in Pasadena has been in New York she is about to get married she comes back looks at what she came from and is so appalled and astonished and I am the grandmother who is the only one she can talk to and the only one in Pasadena who is basically talking the truth.
Shirley MacLaine,"(At a certain age) if you don't know who you are, there is a serious problem, as we can see by some of our leaders,"
Shirley MacLaine,"It's useless to hold a person to anything he says while he's in love, drunk, or running for office."
Shirley MacLaine,Fear makes strangers of people who would be friends.
Mary MacLane,"One kind of man I impatiently scorn is the kind that looks bored if I mention Ibsen or ceramics or Aztec civilization but is interested instantly, alertly, if I mention my garters"
Mary MacLane,Are there many things in this cool-hearted world so utterly exquisiteas the pure love of one woman for another?
Mary MacLane,"The book, you understand, was not written for publication. It was the portrayal of my emotions, the analysis of my own soul life during three months of my nineteenth year. I wrote then all the time, just as I do now, but, though the book is in diary form, it is not a diary."
Mary MacLane,"You may think me crude, and probably I am crude, but I am not so crude as I was, for I am clever enough to see that the girl of nineteen who thought herself a genius was only an unusual girl writing her heart out."
Mary MacLane,When I wrote my book I wanted to love someone. I wanted to be in love. Now I know that I shall never be in love - and I no longer wish to be.
Mary MacLane,"When I was three years old I was taken with my family to a little town in Western Minnesota, where I lived a more or less vapid and ordinary life until I was ten."
Mary MacLane,"Well, if I am not vulgar, neither is my book. I wrote myself. Suggestiveness is always vulgar. But truth never. My book is not even remotely suggestive. I call things by their names. That is all."
Mary MacLane,There is really no right and wrong. I recognize no right and wrong.
Mary MacLane,The world is like a little marsh filled with mint and white hawthorn.
Mary MacLane,The only joy I had was writing what was. That book was. It no longer amuses me to be all the things I was when I wrote that. But it is my story as I was then.
Mary MacLane,"One must always say things that aim to interest, because in the world one must after all pay for one's keep."
Mary MacLane,Of poets I put Virgil first - he was greatest.
Mary MacLane,"My intention to lecture is as vague as my intention is to go on the stage. I will never consider an offer to lecture, not because I despise the vocation, but because I have no desire to appear on the public rostrum."
Mary MacLane,"Let me but make a beginning, let me but strike the world in a vulnerable spot, and I can take it by storm."
Mary MacLane,"Just why I sent it to the publishers would be hard to say, but when I had finished it I felt that it was literature, because it is real and because it was well written. And I know that the world wants such things."
Mary MacLane,It is with pain that I read of the dire effects of my book upon the minds of young girls.
Mary MacLane,I've never made plans for more than a day ahead.
Mary MacLane,I would rather be a fairly happy wife and mother.
Mary MacLane,"I was born to be alone, and I always shall be; but now I want to be."
Mary MacLane,"I want to write such things as compel the admiring acclamation of the world at large, such things as are written but once in years, things subtle but distinctly different from the books written every day."
Mary MacLane,I want to live quietly.
Mary MacLane,I want fame more than I can tell. But more than I want fame I want happiness.
Mary MacLane,"I read of the Kalamazoo girl who killed herself after reading the book. I am not at all surprised. She lived in Kalamazoo, for one thing, and then she read the book."
Mary MacLane,"I never give my real self. I have a hundred sides, and I turn first one way and then the other. I am playing a deep game. I have a number of strong cards up my sleeve. I have never been myself, excepting to two friends."
Mary MacLane,I love devils.
Mary MacLane,I have never read a line of Walt Whitman.
Mary MacLane,"I do not sing nor play, but I adore music, particularly Chopin. I like him because I cannot understand him."
Mary MacLane,I do not see any beauty in self-restraint.
Mary MacLane,"I am a genius. Then it amused me to keep saying so, but now it does not. I expected to be happy sometime. Now I know I shall never be."
